time,interval,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,is_day,precipitation,rain,showers,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,uv_index,uv_index_clear_sky,source,model,timezone,latitude_grid,longitude_grid,elevation_m
2026-09-22T09:30,900,71.6,71,61.7,74.4,1,0.0,0.0,0.0,2,50,1013.7,1003.7,3.2,219,5.1,417.0,276.0,141.0,528.8,3.35,3.35,current,best_match,America/Los_Angeles,34.03202,-118.52633,86.0
