time,source,model,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m,pressure_msl,surface_pressure,visibility,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,precipitation_probability,precipitation,rain,showers,snowfall,wind_speed_10m,wind_direction_10m,wind_gusts_10m,uv_index,uv_index_clear_sky,sunshine_duration,is_day,cape,lifted_index,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,relative_humidity_925hPa,relative_humidity_850hPa,relative_humidity_700hPa,relative_humidity_500hPa,relative_humidity_300hPa,cloud_cover_925hPa,cloud_cover_850hPa,cloud_cover_700hPa,cloud_cover_500hPa,cloud_cover_300hPa,geopotential_height_925hPa,geopotential_height_850hPa,geopotential_height_700hPa,geopotential_height_500hPa,geopotential_height_300hPa,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,upper_air_rh_max,upper_air_cloud_max,sun_score_0_100,sun_score_evidence_weight,air__pm10,air__pm2_5,air__carbon_monoxide,air__carbon_dioxide,air__nitrogen_dioxide,air__sulphur_dioxide,air__ozone,air__methane,air__aerosol_optical_depth,air__dust,air__uv_index,air__uv_index_clear_sky,air__us_aqi,air__us_aqi_pm2_5,air__us_aqi_pm10,air__us_aqi_ozone,time_utc,sza,solar_elevation_deg,solar_azimuth_deg,clear_ghi,clear_dni,clear_dhi,ghi,dni,dhi,kt,cloud,temp_c,rh,pressure_kpa,aod55,cams_cycle,aod340,aod380,ozone_du,cams_forecast_albedo,albedo,predicted_uva_wm2,predicted_uvb_wm2,tan_calibration_tier,tan_score_absolute_0_100,absolute_tan_intensity_label,local_tan_score_0_100,atmospheric_quality_percentile_0_100,local_tan_label,ensemble_strong_sun_support_0_100,deterministic_agreement_0_100,sun_window_confidence_0_100,tan_forecast_confidence_0_100,uv_input_disagree,humidity_context_pct,wet_bulb_context_f,wind_context_mph,precipitation_context_probability_pct,skin_plane_standard,sun_compass,torso_lift_deg,sun_posture_guidance,outdoor_feasibility_0_100,outdoor_blocked,outdoor_block_reason,outdoor_flags,minimum_tan_temperature_f,overall_components_unblocked_0_100,overall_tan_opportunity_0_100,fitzpatrick_type,fitzpatrick_label,skin_response_note,personal_uv_risk_context
2026-09-21T00:00,deterministic,best_match,68.0,80,61.6,70.5,63.6,1013.0,1002.9,57086.612,3,100,100,0,0,0,0.0,0.0,0.0,0.0,3.8,263,4.5,0.0,0.0,0.0,0,0.0,2.9,0.0,14009.187,1624.016,20.4,0.0,0.001,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,11,11,19,16,66,0,0,0,0,2562.336,4927.822,10282.152,19084.646,31337.314,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,98.0,66.0,0.0,0.6,16.8,13.5,133.0,443.0,23.2,4.1,62.0,1376.0,0.27,1.0,0.0,0.0,69.0,69.0,20.0,42.0,2026-09-21 07:00:00+00:00,143.56569253658185,-53.56569253658186,339.8294030546049,0.0,0.0,0.0,0.0,0.0,0.0,,100,20.0,80,100.28999999999999,0.27,2026-09-21T12:00Z,,,,,0.2,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,80,63.6,3.8,0,horizontal environmental reference,NNW,,sun below horizon — no direct-sun posture,100.0,False,,,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T01:00,deterministic,best_match,67.6,80,61.2,69.4,63.2,1013.2,1003.1,56430.444,3,100,100,0,0,0,0.0,0.0,0.0,0.0,4.9,246,7.4,0.0,0.0,0.0,0,10.0,2.8,0.0,13845.145,2165.354,22.7,0.0,0.001,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,14,19,9,18,76,0,0,0,0,2568.898,4927.822,10282.152,19074.802,31289.688,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,99.0,76.0,0.0,0.6,18.5,14.9,132.0,444.0,23.5,4.3,61.0,1378.0,0.29,1.0,0.0,0.0,69.0,69.0,20.0,39.0,2026-09-21 08:00:00+00:00,145.1832229086813,-55.183222908681294,5.584604057449155,0.0,0.0,0.0,0.0,0.0,0.0,,100,19.777777777777775,80,100.31,0.29,2026-09-21T12:00Z,,,,,0.2,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,80,63.2,4.9,0,horizontal environmental reference,N,,sun below horizon — no direct-sun posture,98.8,False,,cold,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T02:00,deterministic,best_match,66.0,85,61.3,69.2,62.7,1013.0,1002.9,49868.764,3,100,100,0,0,0,0.0,0.0,0.0,0.0,1.6,278,2.2,0.0,0.0,0.0,0,0.0,3.3,0.0,13976.378,2230.971,22.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,23,23,17,18,76,0,0,0,0,2559.055,4908.137,10259.187,19051.838,31257.936,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,99.0,76.0,0.0,0.6,20.4,16.9,133.0,445.0,23.5,4.7,60.0,1384.0,0.31,1.0,0.0,0.0,68.0,68.0,20.0,36.0,2026-09-21 09:00:00+00:00,141.3542275439312,-51.354227543931195,29.98664215407689,0.0,0.0,0.0,0.0,0.0,0.0,,100,18.88888888888889,85,100.28999999999999,0.31,2026-09-21T12:00Z,,,,,0.2,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,85,62.7,1.6,0,horizontal environmental reference,NNE,,sun below horizon — no direct-sun posture,93.9,False,,cold,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T03:00,deterministic,best_match,66.2,85,61.6,70.0,63.0,1012.8,1002.7,50196.852,3,100,100,0,0,3,0.0,0.0,0.0,0.0,0.7,198,2.7,0.0,0.0,0.0,0,10.0,2.1,1.0,13943.569,2116.142,23.4,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,33,29,20,16,76,0,0,0,0,2555.775,4904.856,10252.625,19035.434,31226.19,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,99.0,76.0,0.0,0.6,23.1,19.4,136.0,446.0,22.6,5.4,59.0,1396.0,0.33,1.0,0.0,0.0,68.0,68.0,20.0,33.0,2026-09-21 10:00:00+00:00,133.42402106206947,-43.424021062069464,48.91299035563776,0.0,0.0,0.0,0.0,0.0,0.0,,100,19.000000000000004,85,100.27000000000001,0.33,2026-09-21T12:00Z,,,,,0.2,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,85,63.0,0.7,3,horizontal environmental reference,NE,,sun below horizon — no direct-sun posture,93.7,False,,cold,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T04:00,deterministic,best_match,66.8,81,60.8,69.4,62.6,1013.1,1003.0,55774.276,3,100,100,0,0,2,0.0,0.0,0.0,0.0,2.5,280,3.1,0.0,0.0,0.0,0,0.0,2.3,9.0,13451.443,1689.633,24.2,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,48,27,16,14,76,0,0,0,0,2562.336,4908.137,10249.344,19012.466,31178.562,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,99.0,76.0,0.0,0.6,25.8,21.5,139.0,447.0,21.5,6.4,58.0,1410.0,0.35,2.0,0.0,0.0,67.0,67.0,19.0,31.0,2026-09-21 11:00:00+00:00,123.12626768432503,-33.12626768432503,62.877881451497046,0.0,0.0,0.0,0.0,0.0,0.0,,100,19.333333333333332,81,100.3,0.35,2026-09-21T12:00Z,0.1636334,0.15332265,274.07956,0.16587067,0.16587067,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,81,62.6,2.5,2,horizontal environmental reference,ENE,,sun below horizon — no direct-sun posture,95.8,False,,cold,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T05:00,deterministic,best_match,66.9,81,60.9,70.1,62.7,1013.0,1002.9,56430.444,3,100,100,0,0,0,0.0,0.0,0.0,0.0,1.2,292,2.2,0.0,0.0,0.0,0,10.0,1.1,7.0,13451.443,1656.824,24.6,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,70,31,19,18,76,0,0,0,0,2559.055,4895.013,10219.816,18963.254,31093.894,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,99.0,76.0,0.0,0.6,18.4,14.8,144.0,448.0,17.6,3.9,59.0,1425.0,0.27,1.0,0.0,0.0,66.0,66.0,19.0,30.0,2026-09-21 12:00:00+00:00,111.58738407336324,-21.587384073363236,73.70993005033176,0.0,0.0,0.0,0.0,0.0,0.0,,100,19.388888888888893,81,100.28999999999999,0.27,2026-09-21T12:00Z,0.1636334,0.15332265,274.07956,0.16587067,0.16587067,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,,poor locally,,,,,False,81,62.7,1.2,0,horizontal environmental reference,ENE,,sun below horizon — no direct-sun posture,96.6,False,,cold,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T06:00,deterministic,best_match,68.0,74,59.4,71.1,62.2,1013.1,1003.0,67585.304,3,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,270,4.5,0.0,0.0,0.0,0,10.0,1.6,12.0,13615.485,2919.948,23.1,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,65,40,16,20,66,0,0,0,0,2562.336,4895.013,10219.816,18956.694,31062.146,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,,,,,,,0.0,0.0,0.0,98.0,66.0,0.0,0.6,20.3,17.1,151.0,450.0,20.0,4.1,55.0,1441.0,0.28,1.0,0.0,0.0,65.0,65.0,19.0,29.0,2026-09-21 13:00:00+00:00,99.43205107320037,-9.432051073200364,82.85794310040194,0.0,0.0,0.0,0.0,0.0,0.0,,100,20.0,74,100.3,0.28,2026-09-21T12:00Z,0.16618049,0.1560087,273.75403,0.16562521,0.16562521,0.0,0.0,nasa_power_ml_plus_cams_spectral,0.0,low,0.0,0.0,poor locally,,,,,False,74,62.2,0.0,0,horizontal environmental reference,E,,sun below horizon — no direct-sun posture,100.0,False,,,50.0,0.0,0.0,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T07:00,deterministic,best_match,68.0,70,57.8,69.9,61.3,1013.5,1003.4,74803.152,3,100,100,0,0,0,0.0,0.0,0.0,0.0,1.5,117,3.6,0.0,0.0,0.0,1,10.0,1.7,15.0,13517.061,2181.759,22.9,0.0,0.001,0.7,0.8,0.5,0.3,9.6,8.4,6.3,4.2,2.1,80.0,70.3,97,70,34,13,20,58,0,0,0,0,2575.459,4901.575,10223.098,18959.974,31051.56,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,,,0.09523809523809523,0.08961593172119488,0.625,0.37499999999999994,0.6666666666666667,0.33333333333333337,0.0,0.0,-8.881784197001252e-16,97.0,58.0,7.1,0.85,21.6,18.8,158.0,453.0,23.2,4.4,51.0,1458.0,0.28,1.0,0.05,0.05,65.0,65.0,18.0,28.0,2026-09-21 14:00:00+00:00,86.80933844388552,3.1906615561144833,91.33876727804841,6.289466150971999,20.378679308801942,5.155213889856944,0.8,9.6,0.3,0.09523809523809523,100,20.0,70,100.34,0.28,2026-09-21T12:00Z,0.15446481,0.14538893,273.59943,0.16542178,0.16542178,0.752,0.0,nasa_power_ml_plus_cams_spectral,0.4,low,1.1,7.8,poor locally,19.3,66.2,35.7,35.7,False,70,61.3,1.5,0,horizontal environmental reference,E,86.8,"sun low 3° (E) — face E, lift torso ~87° toward the sun if comfortable",100.0,False,,,50.0,1.2,1.2,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T08:00,deterministic,best_match,68.4,71,58.6,70.6,61.9,1013.9,1003.8,69881.888,3,100,100,11,94,1,0.0,0.0,0.0,0.0,1.6,188,4.9,0.2,0.55,0.0,1,40.0,1.8,5.0,13320.21,3756.562,23.2,0.0,0.001,0.69,13.5,0.3,13.3,1.6,215.6,22.5,0.4,22.0,2.6,358.7,94,70,34,10,52,41,0,0,0,0,2585.302,4904.856,10223.098,18956.694,31025.102,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,0.36363636363636365,0.6363636363636364,0.06261595547309833,0.06272651240591023,0.022222222222222223,0.9851851851851853,0.017777777777777778,0.9777777777777777,0.0,-0.10000000000000142,0.10000000000000142,94.0,41.0,2.7,1.0,21.2,18.4,162.0,454.0,24.4,4.8,50.0,1462.0,0.29,1.0,0.3,0.6,64.0,64.0,18.0,27.0,2026-09-21 15:00:00+00:00,74.62390391282128,15.376096087178716,99.98201509305687,171.63069914643597,401.5089813201475,65.16903815754786,13.5,1.6,13.3,0.06261595547309833,100,20.222222222222225,71,100.38,0.29,2026-09-21T12:00Z,0.16040584,0.15134877,273.59525,0.16530514,0.16530514,2.514,0.0,nasa_power_ml_plus_cams_spectral,2.1,low,7.5,1.1,poor locally,19.7,55.9,32.4,32.4,False,71,61.9,1.6,1,horizontal environmental reference,E,74.6,"sun low 15° (E) — face E, lift torso ~75° toward the sun if comfortable",99.8,False,,,50.0,3.6,3.6,,not specified,Environmental scores are skin-type independent.,not personalized
2026-09-21T09:00,deterministic,best_match,69.2,73,60.2,71.6,63.1,1014.2,1004.1,68241.472,3,96,96,18,6,3,0.0,0.0,0.0,0.0,2.6,211,6.7,0.7,1.85,0.0,1,50.0,1.6,0.0,13156.168,4117.454,22.9,0.0,0.003,0.66,93.8,18.8,75.0,51.6,493.6,118.3,23.7,94.7,65.1,623.1,90,79,43,9,44,24,4,0,0,0,2595.144,4917.979,10223.098,18953.412,31040.978,America/Los_Angeles,34.03202,-118.52633,86.0,52.09648609161377,0.37837837837837834,0.6216216216216217,0.19003241491085898,0.1898571657839833,0.2004264392324094,0.7995735607675907,0.2003381234150465,0.8005071851225698,0.0,0.0,-0.10000000000000853,90.0,24.0,11.0,1.0,18.3,15.1,158.0,452.0,21.8,5.3,55.0,1446.0,0.28,1.0,0.75,1.9,63.0,63.0,18.0,26.0,2026-09-21 16:00:00+00:00,62.64887016481578,27.351129835184217,109.67327805727246,382.4443898428614,616.9537752226655,98.98969163340661,93.8,51.6,75.0,0.19003241491085898,96,20.666666666666668,73,100.41,0.28,2026-09-21T12:00Z,0.16928329,0.15968296,273.72134,0.16534996,0.16534996,6.726,0.166,nasa_power_ml_plus_cams_spectral,6.2,low,19.3,0.3,poor locally,19.8,48.3,29.8,29.8,False,73,63.1,2.6,3,horizontal environmental reference,ESE,62.6,"sun low 27° (ESE) — face ESE, lift torso ~63° toward the sun if comfortable",99.2,False,,,50.0,6.9,6.8,,not specified,Environmental scores are skin-type independent.,not personalized
