time,interval,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,is_day,precipitation,rain,showers,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,uv_index,uv_index_clear_sky,source,model,timezone,latitude_grid,longitude_grid,elevation_m
2026-09-21T22:30,900,68.0,71,58.3,68.7,0,0.0,0.0,0.0,2,61,1012.9,1002.8,5.0,333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,current,best_match,America/Los_Angeles,34.03202,-118.52633,86.0
