model,variable,lead_days,n,mae,rmse,bias,correlation,verification_source,inverse_mae,normalized_weight
ecmwf_ifs,cloud_cover,0,23976,22.922213880547215,38.619920895266254,9.744452786119453,0.6318776589271249,openmeteo_historical_forecast_best_match,0.04362580356379291,4.36257977613738e-08
ecmwf_ifs,cloud_cover,1,8425,25.02160237388724,40.68317042811543,8.515964391691394,0.57414014731751,openmeteo_historical_forecast_best_match,0.03996546604239897,0.25672271511269457
ecmwf_ifs,cloud_cover,2,8377,26.65082965262027,42.57225949209071,9.23982332577295,0.5336713713644776,openmeteo_historical_forecast_best_match,0.03752228403522445,0.34310594284269424
ecmwf_ifs,cloud_cover,3,8329,27.71052947532717,43.878302597390785,9.692039860727578,0.5053994966986234,openmeteo_historical_forecast_best_match,0.03608736530604287,0.34576007987787793
ecmwf_ifs,cloud_cover,4,7765,28.858982614294913,44.31815548220046,9.797810688989053,0.4796194203522047,openmeteo_historical_forecast_best_match,0.03465125619170869,0.34945115744526917
ecmwf_ifs,cloud_cover,5,8208,31.45845516569201,46.91549030964242,8.365131578947368,0.4085705194691678,openmeteo_historical_forecast_best_match,0.031787956361270436,0.3433041231550846
ecmwf_ifs,cloud_cover,6,7717,34.097965530646626,49.03955344673076,8.87132305299987,0.3385121477905558,openmeteo_historical_forecast_best_match,0.029327262915472725,0.3357561088391506
ecmwf_ifs,cloud_cover,7,7693,35.41089301962823,50.510082417688395,8.036136747692707,0.29734215282274085,openmeteo_historical_forecast_best_match,0.02823989780335957,0.3381511136053153
ecmwf_ifs,precipitation,0,23976,0.1733441775108442,2.0241150226600984,0.011724224224224223,0.13436187485475506,openmeteo_historical_forecast_best_match,5.7688698539496155,5.768770144426283e-06
ecmwf_ifs,precipitation,1,8304,0.24232899807321776,2.8027681661285477,-0.006346339113680157,0.04306266410194383,openmeteo_historical_forecast_best_match,4.12662127913333,0.2171725367661949
ecmwf_ifs,precipitation,2,8017,0.2360982911313459,2.8056581402764995,-0.01733815641761257,0.05762887302161736,openmeteo_historical_forecast_best_match,4.235524091293322,0.2976130362910108
ecmwf_ifs,precipitation,3,7579,0.2562739147644808,2.8817049662199494,0.004868716189470907,0.04714511677398893,openmeteo_historical_forecast_best_match,3.902074859702415,0.2840227483267257
ecmwf_ifs,precipitation,4,8232,0.23300534499514092,2.728971860420328,-0.02187803692905734,0.12455894036414868,openmeteo_historical_forecast_best_match,4.291747041342996,0.3115308095138536
ecmwf_ifs,precipitation,5,8208,0.24509015594541908,2.7658481403852444,-0.022770467836257312,0.06135230037561933,openmeteo_historical_forecast_best_match,4.080131232291097,0.2669146206583207
ecmwf_ifs,precipitation,6,7921,0.25181163994445144,2.8066138274830603,-0.028077262971846994,0.03292991438907005,openmeteo_historical_forecast_best_match,3.971222300210569,0.251199598358516
ecmwf_ifs,precipitation,7,8160,0.2529289215686274,2.7754961135751186,-0.026507352941176465,0.031090294976501887,openmeteo_historical_forecast_best_match,3.953679926353022,0.2496410821277807
ecmwf_ifs,shortwave_radiation,0,23976,37.1448948948949,83.4233362817006,-9.484567901234568,0.9526952816995411,openmeteo_historical_forecast_best_match,0.026921599935323483,2.692159781258907e-08
ecmwf_ifs,shortwave_radiation,1,8304,41.074542389210016,94.60068636277585,-7.851035645472062,0.9350773236578381,openmeteo_historical_forecast_best_match,0.0243459803039143,0.3355637471767974
ecmwf_ifs,shortwave_radiation,2,8280,42.17270531400966,96.69996802701189,-6.536231884057971,0.932045384451654,openmeteo_historical_forecast_best_match,0.023712019244537356,0.5314714333239151
ecmwf_ifs,shortwave_radiation,3,7579,44.83836917799182,102.26705465788835,-10.940493468795356,0.9231950159236546,openmeteo_historical_forecast_best_match,0.022302327634405438,0.5339756246371714
ecmwf_ifs,shortwave_radiation,4,8232,49.78838678328474,106.21516750248136,-8.635082604470359,0.9175417519535158,openmeteo_historical_forecast_best_match,0.020085005050529695,0.5277530817320606
ecmwf_ifs,shortwave_radiation,5,7945,51.563247325361864,110.97039785796566,-8.013593455003146,0.9083238288946062,openmeteo_historical_forecast_best_match,0.019393658310347353,0.5422954846462705
ecmwf_ifs,shortwave_radiation,6,7429,58.608561044555124,124.14853033821754,-15.510970520931485,0.8848534393018234,openmeteo_historical_forecast_best_match,0.017062353727466277,0.5152088066054663
ecmwf_ifs,shortwave_radiation,7,7885,59.20342422320862,121.22119737786069,-11.45554850982879,0.8897945379956255,openmeteo_historical_forecast_best_match,0.016890914894209533,0.5379121083473706
ecmwf_ifs,diffuse_radiation,0,23976,28.23656990323657,62.728096954082815,-13.416833500166833,0.8499314346284499,openmeteo_historical_forecast_best_match,0.03541506646971935,3.541506312820287e-08
ecmwf_ifs,diffuse_radiation,1,8304,29.201107899807322,64.29897464699656,-13.164499036608863,0.8476019258891581,openmeteo_historical_forecast_best_match,0.03424527601593494,0.36895223975180813
ecmwf_ifs,diffuse_radiation,2,7627,31.666841484200866,71.98619264342787,-10.650452340369739,0.7845403997086755,openmeteo_historical_forecast_best_match,0.031578773036108364,0.5353153299044778
ecmwf_ifs,diffuse_radiation,3,7579,33.179575141839294,74.79719336032869,-14.143818445705238,0.7681144922871556,openmeteo_historical_forecast_best_match,0.030139023653108943,0.5282422880042782
ecmwf_ifs,diffuse_radiation,4,8232,31.398445092322643,68.4112979348528,-13.510204081632653,0.8254823970008038,openmeteo_historical_forecast_best_match,0.03184871088551178,0.5484136034878317
ecmwf_ifs,diffuse_radiation,5,7483,31.756915675531204,69.11771252884337,-13.544166778030203,0.810790742717222,openmeteo_historical_forecast_best_match,0.03148920412225369,0.5411633239273667
ecmwf_ifs,diffuse_radiation,6,7429,34.511778166644234,76.32650497318383,-15.493067707632251,0.7597201305079907,openmeteo_historical_forecast_best_match,0.028975615083389236,0.5203491732586631
ecmwf_ifs,diffuse_radiation,7,7885,33.96169942929613,72.94288555403219,-14.533671528218136,0.7913846445226685,openmeteo_historical_forecast_best_match,0.029444934052310037,0.5321514983901923
ecmwf_ifs,direct_normal_irradiance,0,23976,73.9028903903904,156.59886084984612,11.158754587921255,0.8630883190750637,openmeteo_historical_forecast_best_match,0.013531270491824095,1.3531269994394997e-08
ecmwf_ifs,direct_normal_irradiance,1,8304,84.61883429672447,178.7155392358329,11.524181117533717,0.81384728796273,openmeteo_historical_forecast_best_match,0.01181770002282706,0.3352381914918241
ecmwf_ifs,direct_normal_irradiance,2,7627,91.77447226956865,190.5571979665591,6.896643503343387,0.7864390938932244,openmeteo_historical_forecast_best_match,0.010896276222245175,0.5222181273516394
ecmwf_ifs,direct_normal_irradiance,3,7842,96.00363427697016,197.52593424423125,7.811004845702627,0.7716606074713439,openmeteo_historical_forecast_best_match,0.010416272337305518,0.5257134798144388
ecmwf_ifs,direct_normal_irradiance,4,8232,111.4518221574344,214.00761954206268,15.830272108843536,0.726703036459003,openmeteo_historical_forecast_best_match,0.00897248677179474,0.5007749653966193
ecmwf_ifs,direct_normal_irradiance,5,7483,118.09504209541628,225.0942186919083,18.132326606975813,0.7008743924727683,openmeteo_historical_forecast_best_match,0.008467755989214502,0.522611148168448
ecmwf_ifs,direct_normal_irradiance,6,7692,131.64890795631825,242.21738040069445,16.42529901196048,0.646349500300145,openmeteo_historical_forecast_best_match,0.0075959612238622205,0.5115183709262169
ecmwf_ifs,direct_normal_irradiance,7,7885,142.29091946734303,259.06927848582905,20.664819277108435,0.5943565189812218,openmeteo_historical_forecast_best_match,0.007027855352565266,0.5106564912195447
ncep_gfs_global,cloud_cover,0,23976,24.713546880213546,41.61950183427155,9.185101768435102,0.582059868463387,openmeteo_historical_forecast_best_match,0.04046363740692486,4.0463632025087415e-08
ncep_gfs_global,cloud_cover,1,23196,26.99939644766339,44.22978063963517,11.33385066390757,0.5348987105807205,openmeteo_historical_forecast_best_match,0.037037864973701776,0.23791693678584044
ncep_gfs_global,cloud_cover,2,23172,29.077421025375454,46.41394015640555,12.881408596582082,0.48878880291950877,openmeteo_historical_forecast_best_match,0.034390945439326075,0.31447280099299113
ncep_gfs_global,cloud_cover,3,23119,30.542497512868202,47.84907045950215,13.373069769453696,0.45259131789806356,openmeteo_historical_forecast_best_match,0.032741264841838126,0.31370043922605395
ncep_gfs_global,cloud_cover,4,23124,31.97517730496454,49.36585053907673,14.689067635357205,0.4220076204895808,openmeteo_historical_forecast_best_match,0.031274259731618057,0.31539480707406325
ncep_gfs_global,cloud_cover,5,23071,34.59243205756144,50.07593557614724,14.31329374539465,0.3578476251121054,openmeteo_historical_forecast_best_match,0.028908057066817698,0.3122017367411651
ncep_gfs_global,cloud_cover,6,23076,35.820722828913155,50.735104533579914,13.724692321026174,0.3238173933340228,openmeteo_historical_forecast_best_match,0.02791680125429622,0.31960829714637995
ncep_gfs_global,cloud_cover,7,23023,38.16587760066021,52.951093587598926,13.931155800721019,0.2585182175975894,openmeteo_historical_forecast_best_match,0.026201415056225554,0.31374184641148767
ncep_gfs_global,precipitation,0,23976,0.17196780113446783,2.039518542667824,0.005092592592592595,0.10789434599349422,openmeteo_historical_forecast_best_match,5.815042079988357,5.8149415724212545e-06
ncep_gfs_global,precipitation,1,23196,0.19734436971891706,2.136466204444036,0.020624245559579233,0.058424964913288115,openmeteo_historical_forecast_best_match,5.067284166375393,0.26667699371676734
ncep_gfs_global,precipitation,2,23172,0.2005610219230105,2.127431134369871,0.013145175211462114,0.03756736314154461,openmeteo_historical_forecast_best_match,4.9860136850712236,0.35034688501782724
ncep_gfs_global,precipitation,3,23148,0.21085190945222052,2.1110303023105086,0.021323656471401414,0.08100297965466437,openmeteo_historical_forecast_best_match,4.742665136862809,0.3452073153378329
ncep_gfs_global,precipitation,4,23124,0.22007870610621003,2.1287078826393238,0.02449835668569451,0.02948261307946399,openmeteo_historical_forecast_best_match,4.543828967793912,0.3298290190435772
ncep_gfs_global,precipitation,5,23100,0.16375324675324676,2.074824041983996,-0.04387445887445887,0.04143252870439357,openmeteo_historical_forecast_best_match,6.106749147434372,0.399492207319933
ncep_gfs_global,precipitation,6,23076,0.14635118738082856,2.0673423735590855,-0.06415323279597851,0.010582975175478019,openmeteo_historical_forecast_best_match,6.832879308302736,0.43221366323080207
ncep_gfs_global,precipitation,7,23052,0.14921048065243797,2.0664698372010593,-0.06255422522991498,0.000500654896729545,openmeteo_historical_forecast_best_match,6.701942086289103,0.42317033901179263
ncep_gfs_global,shortwave_radiation,0,23976,38.67467467467468,92.70238165709785,-3.6558224891558226,0.9415516379698594,openmeteo_historical_forecast_best_match,0.025856713945543015,2.5856711906773528e-08
ncep_gfs_global,shortwave_radiation,1,23196,43.28750646663218,104.0792674905322,-10.993576478703226,0.9274680217052024,openmeteo_historical_forecast_best_match,0.023101353753671207,0.3184089009220276
ncep_gfs_global,shortwave_radiation,2,23172,47.83825306404281,114.19312134511867,-12.708354911099603,0.9125838438997055,openmeteo_historical_forecast_best_match,0.020903773360228344,0.468528566676085
ncep_gfs_global,shortwave_radiation,3,23148,51.37627440815621,121.62749427980145,-13.794971487817522,0.9006349626033519,openmeteo_historical_forecast_best_match,0.019464237364810663,0.46602437536282854
ncep_gfs_global,shortwave_radiation,4,23124,55.64033039266563,130.3813232006154,-16.90092544542467,0.8857393984995406,openmeteo_historical_forecast_best_match,0.017972574802176542,0.4722469182679395
ncep_gfs_global,shortwave_radiation,5,23100,61.09294372294372,133.61385096175908,-17.63865800865801,0.8787443696521076,openmeteo_historical_forecast_best_match,0.016368502466258563,0.4577045153537294
ncep_gfs_global,shortwave_radiation,6,23076,62.28588143525741,134.55722619967895,-14.538091523660947,0.876709385494928,openmeteo_historical_forecast_best_match,0.016055002786457193,0.48479119339453364
ncep_gfs_global,shortwave_radiation,7,23052,68.91814159292035,145.7744120329073,-17.35515356585112,0.8549301260250547,openmeteo_historical_forecast_best_match,0.01450996757728484,0.4620878916526293
ncep_gfs_global,diffuse_radiation,0,23976,33.75525525525526,74.91190800284888,-25.815565565565567,0.8118953359272917,openmeteo_historical_forecast_best_match,0.029625016680752635,2.9625013885544518e-08
ncep_gfs_global,diffuse_radiation,1,23167,35.62489748348945,78.48844698596677,-26.593948288513836,0.7853820372501336,openmeteo_historical_forecast_best_match,0.028070256215149966,0.3024237239661199
ncep_gfs_global,diffuse_radiation,2,23172,36.48010529949939,80.22115206347489,-26.997194890384947,0.7717651534796717,openmeteo_historical_forecast_best_match,0.02741220157645002,0.4646846700955223
ncep_gfs_global,diffuse_radiation,3,23148,37.152237774321755,81.68481670065367,-26.87601520649732,0.7565271751531669,openmeteo_historical_forecast_best_match,0.026916279069767443,0.47175771199572186
ncep_gfs_global,diffuse_radiation,4,23095,38.13076423468283,83.64180321381285,-27.660272786317385,0.7410344317800814,openmeteo_historical_forecast_best_match,0.02622554307711525,0.4515863965121683
ncep_gfs_global,diffuse_radiation,5,23100,37.45489177489178,82.18067467503104,-27.35038961038961,0.7584233547136379,openmeteo_historical_forecast_best_match,0.02669878225813908,0.4588366760726334
ncep_gfs_global,diffuse_radiation,6,23047,37.440100663860804,81.55846826821632,-27.090120189178634,0.7634972166000309,openmeteo_historical_forecast_best_match,0.02670932989678774,0.4796508267413368
ncep_gfs_global,diffuse_radiation,7,23052,38.62953322922089,83.4076392646224,-27.463560645497136,0.7469960409706055,openmeteo_historical_forecast_best_match,0.025886929413984242,0.4678485016098078
ncep_gfs_global,direct_normal_irradiance,0,23976,91.37384467801134,177.9412483118162,48.419815648982315,0.841102326369571,openmeteo_historical_forecast_best_match,0.010944050822463039,1.0944050420143883e-08
ncep_gfs_global,direct_normal_irradiance,1,23167,93.47922475935599,182.02978885063504,37.10284456338758,0.8271745607065376,openmeteo_historical_forecast_best_match,0.010697564111965036,0.3034627752723319
ncep_gfs_global,direct_normal_irradiance,2,23172,100.3099861902296,194.78950922564422,34.34728120145003,0.7989881990718659,openmeteo_historical_forecast_best_match,0.009969097175465489,0.4777818726483607
ncep_gfs_global,direct_normal_irradiance,3,23148,106.41332296526696,204.68121263551367,31.99986175911526,0.7753831406407334,openmeteo_historical_forecast_best_match,0.009397319547350265,0.4742865201855611
ncep_gfs_global,direct_normal_irradiance,4,23095,111.79784368911018,215.10368703440588,28.03863173847153,0.7486622696582239,openmeteo_historical_forecast_best_match,0.008944716346952283,0.4992250346033807
ncep_gfs_global,direct_normal_irradiance,5,23100,129.282,232.98034888426483,30.998995670995672,0.6988215712099021,openmeteo_historical_forecast_best_match,0.007735028851657616,0.4773888518315519
ncep_gfs_global,direct_normal_irradiance,6,23047,137.85745650193084,244.1528372509575,39.48926107519417,0.6759684330040763,openmeteo_historical_forecast_best_match,0.007253869506768347,0.4884816290737832
ncep_gfs_global,direct_normal_irradiance,7,23052,148.48829168835675,260.22044907113656,33.98673000173521,0.6242777074522189,openmeteo_historical_forecast_best_match,0.006734537710884123,0.4893435087804553
ncep_gfs_global,uv_index,0,23976,0.0,0.0,0.0,1.0,openmeteo_historical_forecast_best_match,1000000.0,1.0
ncep_gfs_global,uv_index_clear_sky,0,23976,0.0,0.0,0.0,1.0,openmeteo_historical_forecast_best_match,1000000.0,1.0
ncep_hrrr_conus,cloud_cover,0,23976,0.0,0.0,0.0,1.0,openmeteo_historical_forecast_best_match,1000000.0,0.999999866995708
ncep_hrrr_conus,cloud_cover,1,23173,25.963535148664395,43.059406656597844,14.24576015190092,0.5680851957930628,openmeteo_historical_forecast_best_match,0.038515556309035276,0.24740905508874886
ncep_hrrr_conus,precipitation,0,23976,0.0,0.0,0.0,0.9999999999999998,openmeteo_historical_forecast_best_match,1000000.0,0.9999827159346879
ncep_hrrr_conus,precipitation,1,23173,0.21223406550727142,2.419637560490382,0.040275320416001376,0.18518315332442062,openmeteo_historical_forecast_best_match,4.711778939021166,0.2479677478626445
ncep_hrrr_conus,shortwave_radiation,0,23976,0.0,0.0,0.0,0.9999999999999998,openmeteo_historical_forecast_best_match,1000000.0,0.9999999211512534
ncep_hrrr_conus,shortwave_radiation,1,23030,39.832479374728614,101.2461868931343,-12.054711246200608,0.9316607361180923,openmeteo_historical_forecast_best_match,0.025105140721780973,0.34602735190117506
ncep_hrrr_conus,diffuse_radiation,0,23976,0.0,0.0,0.0,1.0,openmeteo_historical_forecast_best_match,1000000.0,0.9999999056470364
ncep_hrrr_conus,diffuse_radiation,1,23173,32.78462003193371,76.54890504670965,3.4812928839597808,0.7972048037687093,openmeteo_historical_forecast_best_match,0.030502107360889173,0.32862403628207204
ncep_hrrr_conus,direct_normal_irradiance,0,23976,0.0,0.0,0.0,0.9999999999999998,openmeteo_historical_forecast_best_match,1000000.0,0.9999999632385518
ncep_hrrr_conus,direct_normal_irradiance,1,23030,78.51519756838906,185.82941980098107,-29.38494138080764,0.8085392605565151,openmeteo_historical_forecast_best_match,0.012736387743646323,0.36129903323584395
ncep_nbm_conus,cloud_cover,0,16895,20.443681562592484,26.91458764526826,-2.7792838117786327,0.7944468350114543,openmeteo_historical_forecast_best_match,0.04891486873038483,4.891486222449734e-08
ncep_nbm_conus,cloud_cover,1,16634,24.902428760370327,32.506773648776395,-3.897138391246844,0.6771561892758802,openmeteo_historical_forecast_best_match,0.04015672566008493,0.25795129301271613
ncep_nbm_conus,cloud_cover,2,16848,26.70411918328585,33.98311389373449,-4.163283475783476,0.6395105052928214,openmeteo_historical_forecast_best_match,0.03744740626479459,0.34242125616431457
ncep_nbm_conus,cloud_cover,3,16824,28.13534236804565,35.208837083172824,-4.141642891107941,0.6040758773036073,openmeteo_historical_forecast_best_match,0.035542485565618606,0.34053948089606806
ncep_nbm_conus,cloud_cover,4,16800,30.090059523809522,36.89615010888186,-3.9075595238095238,0.549613321530011,openmeteo_historical_forecast_best_match,0.033233566693635974,0.33515403548066763
ncep_nbm_conus,cloud_cover,5,16776,31.34978540772532,37.151651797501344,-2.778969957081545,0.5346844286716068,openmeteo_historical_forecast_best_match,0.03189814497912246,0.34449414010375035
ncep_nbm_conus,cloud_cover,6,16752,33.2194364851958,39.00289124296314,-3.4911652340019104,0.4666934100483272,openmeteo_historical_forecast_best_match,0.030102858621507585,0.3446355940144694
ncep_nbm_conus,cloud_cover,7,16728,34.39813486370158,39.901582655601615,-3.4985652797704447,0.42753662196774134,openmeteo_historical_forecast_best_match,0.029071343663322976,0.3481070399831971
ncep_nbm_conus,precipitation,0,16895,0.17542468185853802,2.1650130355760595,-0.0019058893163657888,0.25834315937466074,openmeteo_historical_forecast_best_match,5.700452122275458,5.700353595288668e-06
