time_utc,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,AOD_55,CLOUD_AMT,SZA,T2M,RH2M,PS,source,latitude_request,longitude_request
2019-01-01 00:00:00+00:00,1.59,0.01,0.03,42.17,348.17,15.7,42.33,0.48,0.2,0.02,0.77,86.43,12.27,43.93,99.04,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.77,90.0,10.54,47.93,99.1,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.77,90.0,9.75,48.72,99.15,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,0.77,90.0,9.03,49.64,99.18,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,0.77,90.0,8.49,51.5,99.21,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,0.77,90.0,8.21,53.1,99.26,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.6,90.0,7.97,53.85,99.3,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,2.66,90.0,7.75,53.33,99.35,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,2.66,90.0,7.44,53.28,99.42,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.74,90.0,6.96,54.62,99.49,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.7,90.0,6.54,56.25,99.53,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.66,90.0,6.25,58.56,99.54,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.62,90.0,6.03,61.19,99.6,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.58,90.0,5.86,62.67,99.69,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,1.54,90.0,5.68,63.34,99.79,nasa_power_ceres_merra2,34.04,-118.53
2019-01-01 15:00:00+00:00,2.08,0.01,0.03,61.03,422.55,16.16,61.42,0.57,0.2,0.01,1.5,85.6,6.25,61.96,99.89,nasa_power_ceres_merra2,34.04,-118.53
