time_utc,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,AOD_55,CLOUD_AMT,SZA,T2M,RH2M,PS,source,latitude_request,longitude_request
2026-01-01 00:00:00+00:00,0.94,0.0,0.03,14.95,3.98,15.69,27.05,0.17,0.16,0.41,97.56,86.4,15.32,89.16,99.24,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.45,99.92,90.0,15.05,90.58,99.27,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.44,99.89,90.0,14.83,91.44,99.32,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.42,100.0,90.0,14.71,91.63,99.36,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.42,99.54,90.0,14.69,91.49,99.39,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.42,93.3,90.0,14.63,91.3,99.41,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.45,92.52,90.0,14.59,89.07,99.42,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.38,93.15,90.0,14.46,88.07,99.4,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3,84.62,90.0,14.32,88.95,99.38,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.25,61.35,90.0,14.32,89.24,99.38,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,89.37,90.0,14.24,90.76,99.36,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.17,87.24,90.0,14.16,92.08,99.33,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.17,90.9,90.0,14.14,93.27,99.32,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.18,96.8,90.0,14.16,94.45,99.35,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,100.0,90.0,14.56,95.89,99.4,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 15:00:00+00:00,1.34,0.01,0.03,21.38,15.13,20.99,41.03,0.2,0.16,0.2,95.57,85.61,15.28,97.13,99.45,nasa_power_ceres_merra2,34.04,-118.53
2026-01-01 16:00:00+00:00,6.54,0.05,0.22,106.93,67.63,83.53,198.0,0.31,0.17,0.2,89.36,75.77,16.03,96.35,99.5,nasa_power_ceres_merra2,34.04,-118.53
