time_utc,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,AOD_55,CLOUD_AMT,SZA,T2M,RH2M,PS,source,latitude_request,longitude_request
2015-01-01 00:00:00+00:00,1.55,0.01,0.03,42.53,345.12,15.42,44.53,0.49,0.2,0.01,6.68,86.43,10.6,45.37,99.34,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,6.06,90.0,9.25,48.32,99.38,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,3.87,90.0,8.45,51.03,99.42,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,3.89,90.0,7.52,56.54,99.46,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01,17.78,90.0,6.84,61.5,99.49,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,23.44,90.0,6.51,63.09,99.51,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.05,90.0,6.27,63.31,99.5,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,14.99,90.0,6.04,63.46,99.49,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.55,90.0,5.82,63.41,99.49,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.97,90.0,5.69,62.43,99.52,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,1.66,90.0,6.03,57.76,99.55,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.55,90.0,6.59,53.95,99.57,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,0.56,90.0,7.21,50.3,99.6,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,3.87,90.0,7.39,48.01,99.65,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02,1.66,90.0,8.13,43.76,99.72,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 15:00:00+00:00,2.03,0.01,0.03,57.88,422.46,17.71,58.3,0.54,0.2,0.02,2.32,85.61,8.15,45.5,99.78,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 16:00:00+00:00,9.99,0.04,0.22,244.2,851.13,36.26,245.9,0.71,0.18,0.02,2.99,75.77,9.57,48.59,99.85,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 17:00:00+00:00,19.31,0.17,0.85,410.73,966.07,46.14,413.3,0.76,0.16,0.02,3.65,67.42,10.99,39.09,99.9,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 18:00:00+00:00,26.91,0.33,1.7,531.05,1025.73,51.24,532.45,0.78,0.15,0.02,4.31,61.26,12.07,37.07,99.88,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 19:00:00+00:00,29.85,0.44,2.22,573.1,917.31,102.85,591.72,0.77,0.12,0.03,16.27,57.99,12.75,36.72,99.81,nasa_power_ceres_merra2,34.04,-118.53
2015-01-01 20:00:00+00:00,30.27,0.46,2.33,586.83,1022.4,54.13,588.17,0.79,0.12,0.03,0.9,58.13,13.13,37.27,99.73,nasa_power_ceres_merra2,34.04,-118.53
