time,source,model,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m,pressure_msl,surface_pressure,visibility,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,precipitation_probability,precipitation,rain,showers,snowfall,wind_speed_10m,wind_direction_10m,wind_gusts_10m,uv_index,uv_index_clear_sky,sunshine_duration,is_day,cape,lifted_index,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,relative_humidity_925hPa,relative_humidity_850hPa,relative_humidity_700hPa,relative_humidity_500hPa,relative_humidity_300hPa,cloud_cover_925hPa,cloud_cover_850hPa,cloud_cover_700hPa,cloud_cover_500hPa,cloud_cover_300hPa,geopotential_height_925hPa,geopotential_height_850hPa,geopotential_height_700hPa,geopotential_height_500hPa,geopotential_height_300hPa,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,upper_air_rh_max,upper_air_cloud_max,sun_score_0_100,sun_score_evidence_weight,air__pm10,air__pm2_5,air__carbon_monoxide,air__carbon_dioxide,air__nitrogen_dioxide,air__sulphur_dioxide,air__ozone,air__methane,air__aerosol_optical_depth,air__dust,air__uv_index,air__uv_index_clear_sky,air__us_aqi,air__us_aqi_pm2_5,air__us_aqi_pm10,air__us_aqi_ozone
2026-09-22T18:00,deterministic,best_match,69.7,80,63.2,68.0,65.1,1009.6,999.6,57086.612,0,1,1,0,0,0,0.0,0.0,0.0,0.0,15.0,267,18.6,1.2,1.2,3600.0,1,0.0,2.2,0.0,14566.93,1033.465,23.8,0.0,0.005,0.5,208.8,130.5,78.3,481.0,368.6,128.9,80.6,48.3,297.1,227.7,41,32,43,7,8,0,0,0,0,0,2496.719,4901.575,10262.467,19078.084,31300.27,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,1.0,0.0,0.566467715680955,0.5660957400087835,0.625,0.37499999999999994,0.6252909231962761,0.3747090768037238,1.0,0.0,2.842170943040401e-14,43.0,0.0,55.1,1.0,16.5,11.3,132.0,441.0,7.3,1.9,91.0,1385.0,0.13,4.0,0.15,0.15,62.0,62.0,17.0,44.0
2026-09-22T19:00,deterministic,best_match,68.2,83,62.9,68.3,64.4,1009.8,999.7,53477.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.5,266,13.2,0.15,0.15,2796.74,0,0.0,2.0,0.0,14599.737,492.126,23.0,0.0,0.002,0.4,34.8,17.0,17.8,161.0,88.6,0.0,0.0,0.0,0.0,0.0,36,32,41,7,8,0,0,0,0,0,2503.281,4911.418,10272.31,19091.208,31316.146,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,1.0,0.0,0.3927765237020316,,0.4885057471264368,0.5114942528735633,,,0.7768722222222222,0.0,0.0,41.0,0.0,36.0,1.0,16.4,11.6,136.0,442.0,10.6,1.9,79.0,1381.0,0.13,3.0,0.0,0.0,62.0,62.0,17.0,46.0
2026-09-22T20:00,deterministic,best_match,67.6,88,63.9,69.6,64.9,1010.2,1000.1,48228.348,0,1,1,0,0,0,0.0,0.0,0.0,0.0,7.2,261,8.9,0.0,0.0,0.0,0,20.0,1.2,667.0,15026.247,328.084,23.0,0.0,0.001,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,33,37,7,8,0,0,0,0,0,2516.404,4924.541,10288.714,19114.174,31342.604,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,38.0,0.0,0.0,0.6,16.6,12.3,144.0,445.0,17.9,2.0,65.0,1381.0,0.13,2.0,0.0,0.0,63.0,63.0,18.0,46.0
2026-09-22T21:00,deterministic,best_match,66.9,91,64.2,69.9,64.9,1010.5,1000.4,43307.084,0,2,2,0,0,0,0.0,0.0,0.0,0.0,5.0,260,7.8,0.0,0.0,0.0,0,60.0,0.8,576.0,15091.863,295.276,23.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,33,34,7,8,0,0,0,0,0,2522.966,4931.103,10295.275,19127.296,31363.772,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,17.6,13.6,159.0,449.0,33.6,2.3,44.0,1385.0,0.14,2.0,0.0,0.0,63.0,63.0,18.0,45.0
2026-09-22T22:00,deterministic,best_match,65.3,86,61.0,67.8,62.2,1010.8,1000.7,46916.012,0,8,8,0,0,0,0.0,0.0,0.0,0.0,2.9,67,3.4,0.0,0.0,0.0,0,0.0,2.2,0.0,15091.863,590.551,23.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,31,39,7,10,0,0,0,0,0,2529.528,4937.664,10301.837,19143.702,31379.644,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,20.0,15.9,177.0,455.0,53.4,2.8,21.0,1393.0,0.16,2.0,0.0,0.0,63.0,63.0,18.0,41.0
2026-09-22T23:00,deterministic,best_match,64.5,93,62.5,65.9,63.0,1010.7,1000.6,41994.752,0,14,14,0,0,0,0.0,0.0,0.0,0.0,7.1,62,9.8,0.0,0.0,0.0,0,0.0,3.5,0.0,15059.056,541.339,22.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,28,36,9,10,0,0,0,0,0,2522.966,4931.103,10295.275,19133.86,31374.356,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,22.6,18.9,197.0,462.0,67.3,3.2,4.0,1408.0,0.18,2.0,0.0,0.0,64.0,64.0,18.0,36.0
2026-09-23T00:00,deterministic,best_match,64.5,93,62.5,66.1,63.0,1011.0,1000.9,41338.584,1,20,20,0,0,0,0.0,0.0,0.0,0.0,6.8,63,9.6,0.0,0.0,0.0,0,0.0,3.6,0.0,15091.863,623.36,22.3,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,25,36,9,10,0,0,0,0,0,2526.247,4934.384,10301.837,19137.138,31384.938,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,24.9,21.5,220.0,473.0,70.1,3.3,0.0,1434.0,0.19,2.0,0.0,0.0,65.0,65.0,19.0,30.0
2026-09-23T01:00,deterministic,best_match,64.4,94,62.7,66.4,63.1,1010.7,1000.6,40354.332,1,20,20,0,0,0,0.0,0.0,0.0,0.0,5.9,53,6.9,0.0,0.0,0.0,0,0.0,3.4,0.0,15157.48,574.147,22.3,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,25,33,9,14,0,0,0,0,0,2519.685,4927.822,10295.275,19133.86,31384.938,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,40.0,0.0,0.0,0.6,27.1,24.0,245.0,485.0,67.1,3.2,0.0,1467.0,0.18,2.0,0.0,0.0,65.0,65.0,19.0,23.0
2026-09-23T02:00,deterministic,best_match,63.6,90,60.6,65.4,61.5,1010.8,1000.6,43635.172,0,12,12,0,0,0,0.0,0.0,0.0,0.0,4.4,49,4.5,0.0,0.0,0.0,0,0.0,3.9,0.0,15190.289,295.276,22.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,27,36,10,14,0,0,0,0,0,2522.966,4934.384,10301.837,19137.138,31384.938,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,38.0,0.0,0.0,0.6,29.3,26.4,258.0,493.0,63.9,3.2,0.0,1505.0,0.18,2.0,0.0,0.0,66.0,66.0,20.0,18.0
2026-09-23T03:00,deterministic,best_match,63.2,88,59.6,64.4,60.6,1011.2,1001.0,44291.34,0,19,19,0,0,0,0.0,0.0,0.0,0.0,4.7,59,4.7,0.0,0.0,0.0,0,0.0,3.9,0.0,15091.863,360.892,22.1,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,26,34,10,14,0,0,0,0,0,2532.808,4944.226,10311.68,19143.702,31390.23,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,36.0,0.0,0.0,0.6,31.7,28.9,251.0,493.0,62.5,3.2,0.0,1548.0,0.18,2.0,0.0,0.0,67.0,67.0,20.0,12.0
2026-09-23T04:00,deterministic,best_match,62.5,91,59.8,63.7,60.5,1011.1,1000.9,41994.752,0,11,11,0,0,0,0.0,0.0,0.0,0.0,5.0,63,6.0,0.0,0.0,0.0,0,0.0,5.0,0.0,14829.396,278.871,21.7,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,27,32,10,8,0,0,0,0,0,2529.528,4937.664,10301.837,19127.296,31379.644,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,38.0,0.0,0.0,0.6,34.0,31.4,233.0,490.0,61.0,3.2,0.0,1595.0,0.18,1.0,0.0,0.0,68.0,68.0,21.0,8.0
2026-09-23T05:00,deterministic,best_match,62.1,89,58.8,63.0,59.8,1011.0,1000.8,43307.084,0,9,9,0,0,0,0.0,0.0,0.0,0.0,4.8,62,4.7,0.0,0.0,0.0,0,0.0,5.3,0.0,14796.588,229.659,21.5,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,26,31,10,8,0,0,0,0,0,2526.247,4937.664,10298.557,19124.016,31379.644,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,35.0,0.0,0.0,0.6,35.9,33.4,222.0,487.0,59.5,3.3,0.0,1638.0,0.18,1.0,0.0,0.0,69.0,69.0,21.0,4.0
2026-09-23T06:00,deterministic,best_match,61.2,85,56.7,61.6,58.1,1011.0,1000.8,45603.676,0,9,9,0,0,0,0.0,0.0,0.0,0.0,4.1,61,4.3,0.0,0.0,0.0,0,0.0,5.4,0.0,14862.205,442.913,20.8,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,25,30,10,10,0,0,0,0,0,2529.528,4944.226,10305.118,19130.578,31384.938,America/Los_Angeles,34.03202,-118.52633,86.0,53.86662483215332,,,,,,,,,0.0,0.0,0.0,31.0,0.0,0.0,0.6,37.7,35.5,227.0,487.0,58.7,3.5,0.0,1676.0,0.18,1.0,0.0,0.0,70.0,70.0,22.0,1.0
