time,interval,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,is_day,precipitation,rain,showers,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,uv_index,uv_index_clear_sky,source,model,timezone,latitude_grid,longitude_grid,elevation_m
2026-09-22T11:00,900,72.7,68,61.6,74.4,1,0.0,0.0,0.0,1,32,1012.1,1002.1,6.4,234,6.5,590.0,402.0,188.0,551.6,5.7,5.65,current,best_match,America/Los_Angeles,34.03202,-118.52633,86.0
