time,source,model,temperature_1000hPa,relative_humidity_1000hPa,dew_point_1000hPa,cloud_cover_1000hPa,vertical_velocity_1000hPa,geopotential_height_1000hPa,temperature_925hPa,relative_humidity_925hPa,dew_point_925hPa,cloud_cover_925hPa,vertical_velocity_925hPa,geopotential_height_925hPa,temperature_850hPa,relative_humidity_850hPa,dew_point_850hPa,cloud_cover_850hPa,vertical_velocity_850hPa,geopotential_height_850hPa,temperature_700hPa,relative_humidity_700hPa,dew_point_700hPa,cloud_cover_700hPa,vertical_velocity_700hPa,geopotential_height_700hPa,temperature_600hPa,relative_humidity_600hPa,dew_point_600hPa,cloud_cover_600hPa,vertical_velocity_600hPa,geopotential_height_600hPa,temperature_500hPa,relative_humidity_500hPa,dew_point_500hPa,cloud_cover_500hPa,vertical_velocity_500hPa,geopotential_height_500hPa,temperature_400hPa,relative_humidity_400hPa,dew_point_400hPa,cloud_cover_400hPa,vertical_velocity_400hPa,geopotential_height_400hPa,temperature_300hPa,relative_humidity_300hPa,dew_point_300hPa,cloud_cover_300hPa,vertical_velocity_300hPa,geopotential_height_300hPa,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms
2026-09-30T12:00,pressure_profile,best_match,81.3,35,51.1,0,0.01,147.638,79.1,24,39.2,0,-0.03,2395.013,71.5,31,39.3,0,-0.03,4819.554,49.5,21,11.3,0,-0.02,10213.255,38.6,6,-22.5,0,0.0,14360.236,21.9,7,-32.6,0,0.02,19130.578,1.1,3,-60.7,0,0.0,24731.862,-25.6,8,-67.6,0,-0.03,31591.312,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T13:00,pressure_profile,best_match,81.0,39,53.7,0,0.02,127.953,80.2,24,40.2,0,-0.03,2378.609,71.8,30,38.7,0,-0.04,4806.431,49.3,26,15.4,0,0.0,10203.412,39.3,6,-22.0,0,-0.01,14350.394,22.3,9,-29.0,0,0.0,19124.016,1.6,5,-54.0,0,0.01,24727.812,-25.6,8,-67.6,0,-0.01,31591.312,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T14:00,pressure_profile,best_match,81.0,41,55.1,0,0.02,111.549,81.0,24,40.8,0,-0.03,2362.205,72.2,29,38.2,0,-0.05,4793.307,49.0,29,18.0,0,0.01,10190.289,39.6,6,-21.8,0,-0.01,14340.552,22.3,9,-29.0,0,-0.02,19114.174,1.6,5,-54.0,0,0.01,24719.71,-24.7,8,-66.9,0,0.0,31586.02,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T15:00,pressure_profile,best_match,81.9,40,55.2,0,0.02,101.706,81.6,25,42.4,0,-0.02,2355.643,72.6,30,39.4,0,-0.05,4790.027,49.0,30,18.9,0,0.0,10190.289,39.3,6,-22.0,0,-0.01,14337.271,22.8,9,-28.7,0,-0.02,19110.892,1.6,5,-54.0,0,0.01,24719.71,-24.7,8,-66.9,0,0.01,31580.73,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T16:00,pressure_profile,best_match,83.1,39,55.6,0,0.01,91.864,81.8,26,43.6,0,-0.01,2352.362,73.1,31,40.6,0,-0.04,4783.465,49.3,29,18.2,0,-0.02,10190.289,39.0,6,-22.3,0,-0.01,14337.271,22.8,9,-28.7,0,-0.02,19110.892,1.6,7,-49.3,0,0.01,24715.662,-24.7,8,-66.9,0,0.03,31580.73,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T17:00,pressure_profile,best_match,83.8,37,54.8,0,0.01,82.021,82.0,27,44.7,0,0.0,2345.801,73.1,33,42.3,0,-0.02,4780.184,49.5,29,18.5,0,-0.03,10190.289,38.6,6,-22.5,0,-0.01,14333.989,23.2,9,-28.3,0,-0.02,19107.612,1.6,7,-49.3,0,0.0,24715.662,-24.7,8,-66.9,0,0.03,31575.438,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T18:00,pressure_profile,best_match,83.7,36,53.9,0,0.01,91.864,82.0,26,43.7,0,0.01,2352.362,72.6,36,44.1,0,0.01,4786.746,49.5,29,18.5,0,-0.02,10193.569,39.0,6,-22.3,0,-0.01,14340.552,23.2,9,-28.3,0,-0.02,19117.456,1.6,7,-49.3,0,-0.01,24727.812,-24.7,8,-66.9,0,0.03,31591.312,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T19:00,pressure_profile,best_match,82.9,36,53.3,0,0.0,98.425,81.8,25,42.6,0,0.02,2362.205,72.2,40,46.5,0,0.04,4793.307,49.8,28,17.8,0,-0.01,10200.131,39.6,6,-21.8,0,-0.02,14350.394,23.6,10,-25.1,0,-0.03,19130.578,1.6,8,-45.6,0,-0.02,24744.014,-24.7,8,-66.9,0,0.01,31607.19,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T20:00,pressure_profile,best_match,81.9,37,53.0,0,0.0,108.268,81.2,24,41.0,0,0.03,2368.766,71.5,43,47.9,0,0.06,4799.869,49.8,27,16.8,0,0.0,10203.412,40.0,6,-21.5,0,-0.02,14356.955,23.6,10,-25.1,0,-0.03,19140.42,1.6,8,-45.6,0,-0.04,24756.166,-24.7,8,-66.9,0,0.0,31623.064,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T21:00,pressure_profile,best_match,80.6,39,53.4,0,0.0,124.672,80.4,24,40.3,0,0.03,2378.609,71.1,44,48.1,0,0.05,4806.431,49.8,24,14.8,0,0.0,10206.693,40.0,6,-21.5,0,-0.01,14360.236,23.6,9,-28.0,0,-0.02,19143.702,1.6,8,-45.6,0,-0.05,24760.214,-24.7,8,-66.9,0,0.0,31628.354,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T22:00,pressure_profile,best_match,79.0,42,53.9,0,0.01,137.795,79.4,26,41.6,0,0.02,2388.452,70.7,45,48.3,0,0.03,4812.992,49.8,22,12.7,0,0.01,10206.693,40.0,6,-21.5,0,-0.01,14363.518,23.6,7,-31.3,0,-0.01,19146.982,1.1,10,-42.9,0,-0.05,24764.266,-24.7,8,-66.9,0,0.01,31638.938,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-30T23:00,pressure_profile,best_match,77.2,46,54.8,0,0.01,154.199,78.1,27,41.4,0,0.02,2398.294,70.2,44,47.3,0,0.01,4819.554,49.5,20,10.1,0,0.01,10209.974,40.0,6,-21.5,0,0.0,14366.798,23.6,6,-35.4,0,-0.01,19150.262,1.1,10,-42.9,0,-0.05,24768.316,-24.7,8,-66.9,0,0.01,31644.23,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T00:00,pressure_profile,best_match,75.2,54,57.4,0,0.01,164.042,76.1,29,41.5,0,0.02,2395.013,69.8,42,45.7,0,0.01,4812.992,49.3,19,8.6,0,0.02,10200.131,40.0,6,-21.5,0,0.0,14353.675,23.6,6,-35.4,0,-0.02,19137.138,0.5,12,-40.8,0,-0.04,24756.166,-24.7,8,-66.9,0,0.01,31633.646,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T01:00,pressure_profile,best_match,73.2,63,59.9,0,0.02,170.604,73.9,30,40.5,0,0.03,2395.013,69.6,39,43.5,0,0.02,4803.15,49.0,18,7.0,0,0.03,10187.008,40.3,6,-21.3,0,0.0,14343.832,24.0,6,-35.0,0,-0.03,19127.296,-0.1,12,-41.2,0,-0.01,24748.064,-23.8,8,-66.2,0,0.0,31628.354,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T02:00,pressure_profile,best_match,71.8,70,61.5,0,0.02,180.446,72.0,32,40.5,0,0.03,2391.733,69.1,35,40.3,0,0.03,4796.588,48.7,17,5.3,0,0.03,10177.165,40.3,6,-21.3,0,0.0,14330.709,24.0,6,-35.0,0,-0.04,19114.174,-0.1,12,-41.2,0,0.0,24735.914,-23.8,8,-66.2,0,-0.01,31617.772,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T03:00,pressure_profile,best_match,71.4,71,61.5,0,0.02,187.008,70.6,33,40.1,0,0.02,2395.013,68.7,29,35.2,0,0.03,4796.588,48.7,13,0.5,0,0.02,10170.604,40.3,6,-21.3,0,-0.01,14324.147,24.0,6,-35.0,0,-0.03,19107.612,0.5,10,-43.4,0,0.0,24731.862,-23.8,8,-66.2,0,-0.03,31612.478,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T04:00,pressure_profile,best_match,71.6,70,61.3,0,0.01,193.57,69.6,33,39.2,0,0.02,2401.575,68.1,22,27.8,0,0.02,4796.588,49.0,9,-7.8,0,0.0,10167.323,40.0,6,-21.5,0,-0.01,14317.585,24.4,7,-30.7,0,-0.01,19104.33,1.1,7,-49.7,0,0.0,24727.812,-23.8,8,-66.2,0,-0.04,31607.19,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T05:00,pressure_profile,best_match,71.6,69,60.9,0,0.01,200.131,68.2,37,41.0,0,0.01,2404.856,67.4,17,21.1,0,0.02,4796.588,49.3,6,-17.0,0,-0.01,10160.762,40.0,6,-21.5,0,-0.02,14311.023,24.4,7,-30.7,0,0.0,19097.77,1.6,5,-54.0,0,0.0,24723.762,-23.8,8,-66.2,0,-0.04,31601.896,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T06:00,pressure_profile,best_match,70.9,71,61.0,0,0.01,219.816,65.9,48,45.6,0,0.01,2421.26,66.3,15,17.3,0,0.02,4806.431,49.5,6,-16.8,0,-0.02,10170.604,40.3,6,-21.3,0,-0.02,14324.147,24.0,7,-31.0,0,0.01,19114.174,1.6,3,-60.3,0,0.0,24735.914,-23.8,8,-66.2,0,-0.04,31607.19,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T07:00,pressure_profile,best_match,70.2,74,61.5,0,0.02,242.782,63.1,62,49.9,0,0.01,2437.664,65.2,14,14.8,0,0.02,4816.273,50.1,8,-9.6,0,-0.02,10180.446,41.0,6,-20.8,0,-0.02,14340.552,24.0,6,-35.0,0,0.01,19130.578,1.1,3,-60.7,0,0.01,24748.064,-24.7,8,-66.9,0,-0.03,31612.478,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T08:00,pressure_profile,best_match,69.8,74,61.1,0,0.02,262.467,61.3,73,52.6,0,0.01,2454.068,64.4,13,12.4,0,0.02,4826.116,50.6,9,-6.5,0,-0.02,10190.289,41.6,6,-20.3,0,-0.02,14353.675,23.6,6,-35.4,0,0.01,19146.982,0.5,3,-61.2,0,0.01,24760.214,-25.6,8,-67.6,0,-0.01,31617.772,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T09:00,pressure_profile,best_match,70.7,70,60.4,0,0.03,272.31,60.9,76,53.3,0,0.01,2467.192,63.9,12,10.3,0,0.01,4835.958,51.2,9,-6.1,0,-0.02,10200.131,41.9,6,-20.1,0,-0.02,14366.798,23.6,4,-40.4,0,0.01,19160.106,-0.1,3,-61.6,0,0.02,24772.368,-26.5,10,-65.0,0,0.0,31623.064,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T10:00,pressure_profile,best_match,72.1,65,59.7,0,0.03,278.871,61.5,76,53.9,0,0.02,2477.034,63.5,12,9.9,0,0.01,4842.52,51.7,8,-8.4,0,-0.02,10213.255,41.9,6,-20.1,0,-0.02,14383.202,24.0,3,-47.0,0,0.02,19176.51,-0.1,3,-61.6,0,0.04,24784.518,-27.4,14,-60.6,0,0.0,31623.064,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T11:00,pressure_profile,best_match,73.2,60,58.5,0,0.04,288.714,62.1,74,53.7,0,0.02,2490.158,63.5,12,9.9,0,0.0,4852.363,52.0,7,-11.3,0,-0.02,10223.098,41.9,5,-24.3,0,-0.02,14396.325,24.0,3,-47.0,0,0.02,19189.632,-0.6,3,-62.0,0,0.04,24796.67,-28.3,16,-59.3,0,0.0,31628.354,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T12:00,pressure_profile,best_match,73.8,57,57.6,0,0.04,275.591,62.9,70,53.0,0,0.01,2480.315,63.7,11,8.2,0,0.0,4845.801,52.3,7,-11.1,0,-0.01,10213.255,41.9,4,-29.7,0,-0.02,14389.764,24.0,3,-47.0,0,0.02,19183.07,-0.6,3,-62.0,0,0.04,24788.568,-28.3,16,-59.3,0,-0.01,31617.772,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T13:00,pressure_profile,best_match,74.1,55,56.9,0,0.04,265.748,63.9,65,51.9,0,0.0,2470.473,63.9,11,8.3,0,-0.01,4835.958,52.3,6,-14.8,0,-0.01,10206.693,42.3,3,-36.7,0,-0.01,14379.921,23.6,4,-40.4,0,0.02,19173.228,-0.6,3,-62.0,0,0.02,24784.518,-28.3,16,-59.3,0,-0.01,31612.478,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T14:00,pressure_profile,best_match,74.1,54,56.4,0,0.04,252.625,64.5,61,50.7,0,-0.01,2460.63,64.2,12,10.4,0,-0.01,4829.397,52.3,6,-14.8,0,0.0,10196.851,42.3,1,-48.5,0,-0.01,14373.359,23.6,4,-40.4,0,0.02,19166.666,-0.6,3,-62.0,0,0.01,24776.418,-28.3,14,-61.4,0,-0.03,31601.896,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T15:00,pressure_profile,best_match,73.8,55,56.6,0,0.03,249.344,64.5,61,50.7,0,-0.01,2457.349,63.7,16,16.6,0,-0.01,4826.116,52.5,4,-18.9,0,0.0,10190.289,42.3,1,-48.5,0,-0.01,14370.079,24.0,4,-40.1,0,0.01,19166.666,-0.6,3,-62.0,0,0.01,24776.418,-29.2,14,-62.1,0,-0.03,31601.896,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T16:00,pressure_profile,best_match,73.2,56,56.6,0,0.03,249.344,64.3,62,51.0,0,-0.01,2450.787,63.3,23,24.8,0,-0.01,4819.554,52.8,3,-24.2,0,-0.01,10187.008,42.6,1,-48.3,0,0.0,14366.798,24.0,6,-35.0,0,0.01,19163.386,-0.1,5,-55.2,0,0.01,24780.466,-30.1,12,-65.2,0,-0.01,31596.606,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T17:00,pressure_profile,best_match,72.3,59,57.2,0,0.02,246.063,64.1,63,51.2,0,-0.01,2447.507,62.6,29,29.9,0,-0.01,4816.273,53.1,2,-31.6,0,-0.01,10180.446,42.6,1,-48.3,0,0.0,14363.518,24.4,6,-34.7,0,0.0,19163.386,-0.1,7,-50.6,0,0.01,24780.466,-31.0,12,-66.0,0,-0.01,31596.606,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T18:00,pressure_profile,best_match,70.9,64,58.1,0,0.02,252.625,64.3,62,51.0,0,0.0,2450.787,62.2,36,34.9,0,-0.01,4819.554,53.6,2,-31.2,0,-0.01,10187.008,42.6,1,-48.3,0,0.0,14370.079,24.4,6,-34.7,0,-0.01,19169.948,-0.1,10,-43.9,0,-0.01,24784.518,-31.0,10,-68.7,0,-0.01,31601.896,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T19:00,pressure_profile,best_match,69.3,69,58.7,0,0.01,255.906,64.5,61,50.7,0,0.01,2454.068,61.8,42,38.4,0,0.0,4822.835,54.5,2,-30.6,0,-0.01,10193.569,42.3,1,-48.5,0,0.0,14376.641,24.4,6,-34.7,0,-0.01,19176.51,-0.6,15,-37.3,0,-0.04,24792.62,-31.0,10,-68.7,0,-0.03,31607.19,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T20:00,pressure_profile,best_match,68.2,73,59.2,0,0.01,262.467,64.5,61,50.7,0,0.01,2457.349,61.5,47,41.1,0,0.0,4826.116,55.0,2,-30.3,0,-0.01,10200.131,41.9,3,-36.9,0,0.0,14383.202,24.4,7,-30.7,0,-0.02,19183.07,-0.6,17,-35.5,0,-0.05,24796.67,-31.0,10,-68.7,0,-0.03,31612.478,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T21:00,pressure_profile,best_match,68.2,73,59.2,0,0.01,265.748,63.7,65,51.7,0,0.01,2460.63,61.3,48,41.5,0,0.0,4826.116,55.3,2,-30.1,0,-0.01,10203.412,41.6,8,-16.8,0,0.0,14383.202,24.0,9,-27.7,0,-0.03,19183.07,-0.1,17,-35.0,0,-0.05,24796.67,-31.0,14,-63.6,0,-0.01,31617.772,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T22:00,pressure_profile,best_match,68.9,71,59.1,0,0.01,269.029,62.5,71,53.0,0,0.0,2460.63,61.1,48,41.3,0,-0.01,4829.397,55.3,3,-22.5,0,-0.02,10206.693,41.6,15,-2.7,0,-0.01,14386.483,24.0,11,-22.3,0,-0.04,19179.792,-0.1,13,-38.9,0,-0.04,24800.718,-30.1,20,-57.4,0,0.01,31623.064,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-10-01T23:00,pressure_profile,best_match,69.3,70,59.1,0,0.01,272.31,61.5,75,53.5,0,-0.01,2463.911,60.9,47,40.5,0,-0.01,4829.397,55.0,3,-22.7,0,-0.02,10209.974,41.3,21,4.5,0,-0.01,14386.483,23.6,14,-18.3,0,-0.04,19179.792,0.5,12,-40.8,0,-0.02,24800.718,-30.1,24,-54.5,0,0.03,31628.354,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-22T00:00,pressure_profile,ncep_hrrr_conus,68.0,77.0,60.5,0.0,-0.05,360.892,60.0,90.0,57.0,24.0,-0.04,2559.055,59.6,55.0,43.4,0.0,-0.04,4911.418,44.3,36.0,18.7,0.0,-0.02,10236.221,28.4,36.0,4.9,0.0,-0.02,14314.305,13.9,7.0,-38.7,0.0,-0.01,18996.062,-5.2,15.0,-41.1,0.0,-0.01,24521.24,-32.8,2.0,-92.1,0.0,0.0,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T01:00,pressure_profile,ncep_hrrr_conus,68.2,74.0,59.6,0.0,-0.05,360.892,59.4,91.0,56.7,27.0,-0.04,2559.055,59.4,53.0,42.2,0.0,-0.04,4908.137,44.1,33.0,17.0,0.0,-0.02,10232.939,29.0,29.0,0.5,0.0,-0.02,14314.305,13.5,9.0,-35.8,0.0,-0.01,18992.784,-5.2,17.0,-39.3,0.0,-0.01,24517.19,-32.8,2.0,-92.1,0.0,0.0,31263.228,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T02:00,pressure_profile,ncep_hrrr_conus,68.0,73.0,59.0,0.0,-0.04,357.612,59.2,91.0,56.5,27.0,-0.03,2555.775,59.4,52.0,41.7,0.0,-0.03,4901.575,44.6,31.0,15.9,0.0,-0.02,10229.659,29.3,23.0,-4.4,0.0,-0.02,14314.305,14.8,9.0,-34.8,0.0,-0.01,18996.062,-4.7,17.0,-38.8,0.0,0.0,24533.392,-32.8,4.0,-83.0,0.0,0.0,31279.106,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T03:00,pressure_profile,ncep_hrrr_conus,68.0,74.0,59.4,0.0,-0.03,357.612,59.0,91.0,56.3,27.0,-0.03,2555.775,58.7,57.0,43.5,0.0,-0.02,4901.575,44.3,23.0,9.1,0.0,-0.01,10219.816,28.7,18.0,-10.1,0.0,-0.01,14304.462,13.9,9.0,-35.5,0.0,-0.01,18979.658,-5.2,17.0,-39.3,0.0,-0.01,24509.088,-33.7,4.0,-83.6,0.0,0.0,31247.354,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T04:00,pressure_profile,ncep_hrrr_conus,67.8,73.0,58.9,0.0,-0.03,357.612,58.8,93.0,56.8,36.0,-0.03,2552.494,58.5,54.0,41.9,0.0,-0.02,4898.294,44.3,22.0,8.0,0.0,-0.02,10219.816,29.3,16.0,-11.1,0.0,-0.01,14301.182,14.4,9.0,-35.2,0.0,-0.01,18982.94,-6.4,20.0,-37.1,0.0,0.0,24509.088,-34.6,6.0,-78.8,0.0,0.0,31236.772,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T05:00,pressure_profile,ncep_hrrr_conus,67.5,73.0,58.5,0.0,-0.03,351.05,58.4,94.0,56.7,41.0,-0.02,2545.932,58.3,52.0,40.7,0.0,-0.02,4888.452,44.3,23.0,9.1,0.0,-0.01,10209.974,29.7,14.0,-14.1,0.0,-0.01,14294.619,13.9,10.0,-32.7,0.0,-0.01,18976.378,-7.5,25.0,-34.1,0.0,0.0,24492.888,-35.5,6.0,-79.5,0.0,0.0,31205.02,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T06:00,pressure_profile,ncep_hrrr_conus,66.9,74.0,58.4,0.0,-0.03,357.612,58.4,96.0,57.2,52.0,-0.03,2552.494,59.2,49.0,40.0,0.0,-0.02,4898.294,44.6,26.0,11.4,0.0,-0.02,10226.378,30.3,13.0,-15.5,0.0,-0.01,14311.023,13.9,7.0,-38.7,0.0,-0.01,18999.344,-8.1,23.0,-35.8,0.0,0.0,24505.04,-36.4,4.0,-85.7,0.0,0.0,31210.312,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T07:00,pressure_profile,ncep_hrrr_conus,66.6,78.0,59.5,0.0,-0.02,367.454,58.0,96.0,56.9,52.0,-0.02,2562.336,60.5,39.0,35.4,0.0,-0.02,4911.418,44.6,28.0,13.3,0.0,-0.01,10239.501,30.7,14.0,-13.3,0.0,-0.01,14330.709,13.9,4.0,-47.4,0.0,-0.01,19019.03,-7.5,17.0,-41.2,0.0,0.0,24525.292,-36.4,4.0,-85.7,0.0,0.0,31226.19,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T08:00,pressure_profile,ncep_hrrr_conus,66.7,79.0,60.0,0.0,-0.01,383.858,57.2,98.0,56.6,66.0,-0.01,2575.459,60.2,46.0,39.4,0.0,-0.01,4917.979,43.8,34.0,17.5,0.0,-0.01,10249.344,29.7,19.0,-7.9,0.0,0.0,14330.709,14.4,6.0,-42.2,0.0,0.0,19022.31,-7.5,12.0,-47.2,0.0,0.0,24533.392,-36.4,6.0,-80.2,0.0,0.0,31231.478,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T09:00,pressure_profile,ncep_hrrr_conus,67.5,75.0,59.3,0.0,0.01,380.577,57.0,98.0,56.4,66.0,0.01,2572.179,61.5,43.0,38.8,0.0,0.01,4921.26,43.8,36.0,18.2,0.0,0.01,10259.187,29.7,28.0,0.1,0.0,0.0,14337.271,14.4,9.0,-35.2,0.0,0.0,19032.152,-6.9,15.0,-42.5,0.0,0.0,24545.542,-37.3,8.0,-76.9,0.0,0.0,31242.064,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T10:00,pressure_profile,ncep_hrrr_conus,68.7,74.0,60.1,0.0,0.01,374.016,58.4,92.0,56.1,32.0,-0.02,2568.898,63.1,41.0,39.0,0.0,-0.05,4927.822,43.5,38.0,19.4,0.0,-0.03,10265.748,30.0,33.0,4.0,0.0,-0.04,14343.832,14.8,7.0,-38.1,0.0,-0.04,19041.994,-7.5,18.0,-39.6,0.0,0.01,24553.644,-38.2,18.0,-65.9,0.0,0.0,31247.354,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T11:00,pressure_profile,ncep_hrrr_conus,70.2,71.0,60.3,0.0,0.03,341.207,60.7,83.0,55.5,0.0,0.0,2542.651,64.4,34.0,35.4,0.0,-0.04,4911.418,43.5,39.0,20.1,0.0,0.01,10249.344,31.0,26.0,0.3,0.0,-0.02,14337.271,14.8,7.0,-38.1,0.0,-0.03,19038.714,-7.5,15.0,-43.0,0.0,0.01,24549.594,-39.1,26.0,-61.1,0.0,0.0,31242.064,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T12:00,pressure_profile,ncep_hrrr_conus,71.1,71.0,61.2,0.0,0.05,347.769,63.3,75.0,55.2,0.0,0.01,2555.775,65.0,33.0,35.2,0.0,-0.05,4931.103,43.5,40.0,20.8,0.0,0.0,10272.31,31.7,23.0,-2.4,0.0,-0.02,14360.236,14.8,7.0,-38.1,0.0,-0.05,19064.96,-7.5,15.0,-43.0,0.0,-0.01,24577.946,-39.1,26.0,-61.1,0.0,-0.01,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T13:00,pressure_profile,ncep_hrrr_conus,70.9,75.0,62.6,0.0,0.04,331.365,65.1,70.0,55.1,0.0,-0.01,2542.651,65.9,32.0,35.2,0.0,-0.05,4924.541,43.5,41.0,21.4,0.0,0.0,10265.748,32.0,21.0,-3.3,0.0,-0.02,14356.955,15.2,7.0,-37.7,0.0,-0.03,19064.96,-7.5,15.0,-43.0,0.0,0.0,24581.998,-39.1,24.0,-62.4,0.0,-0.01,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T14:00,pressure_profile,ncep_hrrr_conus,70.7,76.0,62.8,0.0,0.03,305.118,66.5,65.0,54.3,0.0,-0.01,2516.404,66.1,34.0,36.9,0.0,-0.02,4904.856,43.5,41.0,21.4,0.0,0.01,10249.344,32.3,19.0,-5.7,0.0,-0.02,14343.832,15.2,7.0,-37.7,0.0,-0.02,19051.838,-7.5,15.0,-43.0,0.0,0.0,24569.846,-38.2,20.0,-64.4,0.0,-0.04,31257.936,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T15:00,pressure_profile,ncep_hrrr_conus,70.9,77.0,63.3,0.0,0.02,298.556,68.6,60.0,54.2,0.0,-0.03,2513.123,67.0,34.0,37.7,0.0,-0.05,4908.137,44.1,39.0,20.6,0.0,-0.04,10255.905,32.7,18.0,-6.8,0.0,-0.03,14353.675,15.6,7.0,-37.4,0.0,-0.02,19061.68,-8.1,15.0,-43.5,0.0,0.0,24577.946,-37.3,10.0,-73.8,0.0,-0.04,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T16:00,pressure_profile,ncep_hrrr_conus,71.6,76.0,63.6,0.0,0.02,278.871,70.6,55.0,53.6,0.0,-0.02,2496.719,67.8,33.0,37.7,0.0,-0.03,4895.013,44.3,39.0,20.8,0.0,-0.02,10249.344,32.7,18.0,-6.8,0.0,-0.01,14350.394,15.6,7.0,-37.4,0.0,-0.03,19061.68,-8.1,15.0,-43.5,0.0,-0.05,24577.946,-37.3,8.0,-76.9,0.0,-0.03,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
2026-09-22T17:00,pressure_profile,ncep_hrrr_conus,72.3,73.0,63.2,0.0,0.03,272.31,71.8,51.0,52.7,0.0,-0.01,2493.438,68.3,32.0,37.3,0.0,-0.02,4895.013,44.6,42.0,23.0,0.0,0.0,10252.625,32.3,19.0,-5.7,0.0,-0.01,14350.394,16.0,7.0,-37.1,0.0,-0.04,19064.96,-8.1,10.0,-50.2,0.0,-0.06,24586.046,-37.3,10.0,-73.8,0.0,-0.04,31279.106,America/Los_Angeles,34.03202,-118.52633,86.0,0.5197525024414062
