model,time,member_count,p_cloud_lt_30,p_cloud_lt_60,p_precip_gt_0_01in,p_uv_ge_3,p_uv_ge_5,p_uv_ge_6,p_ghi_instant_ge_500,p_ghi_instant_ge_700,p_dni_instant_ge_600,p_dni_instant_ge_800,p_sun_score_ge_70,p_sun_score_ge_85,ghi_instant_mean,ghi_instant_std,dni_instant_mean,dni_instant_std,cloud_mean,cloud_std,uv_mean,uv_std
ecmwf_aifs025_ensemble,2026-09-22T00:00,51,100.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.862745098039216,4.20960619461316,,
ecmwf_aifs025_ensemble,2026-09-22T01:00,51,66.66666666666666,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15686274509804,9.31745147348696,,
ecmwf_aifs025_ensemble,2026-09-22T02:00,51,35.294117647058826,96.07843137254902,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.68627450980392,15.109586620524642,,
ecmwf_aifs025_ensemble,2026-09-22T03:00,51,31.372549019607842,72.54901960784314,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.745098039215684,20.683174937378357,,
ecmwf_aifs025_ensemble,2026-09-22T04:00,51,27.450980392156865,64.70588235294117,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.745098039215684,24.79100089730538,,
ecmwf_aifs025_ensemble,2026-09-22T05:00,51,25.49019607843137,62.745098039215684,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09803921568628,26.432748553232813,,
ecmwf_aifs025_ensemble,2026-09-22T06:00,51,27.450980392156865,66.66666666666666,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8235294117647,24.87706243297463,,
ecmwf_aifs025_ensemble,2026-09-22T07:00,51,27.450980392156865,74.50980392156863,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.21764705882353,5.082350081698544,0.0,0.0,42.07843137254902,21.475421427534222,,
ecmwf_aifs025_ensemble,2026-09-22T08:00,51,39.21568627450981,88.23529411764706,0.0,,,,0.0,0.0,56.86274509803921,0.0,54.90196078431373,0.0,211.51960784313727,20.96918710496755,584.7607843137255,107.82079405834735,34.411764705882355,17.830509213803442,,
ecmwf_aifs025_ensemble,2026-09-22T09:00,51,66.66666666666666,96.07843137254902,0.0,,,,0.0,0.0,56.86274509803921,0.0,66.66666666666666,1.9607843137254901,379.0019607843137,34.88153947403169,597.6411764705882,105.44626532309351,25.862745098039216,15.76327327409271,,
ecmwf_aifs025_ensemble,2026-09-22T10:00,51,86.27450980392157,98.0392156862745,0.0,,,,80.3921568627451,0.0,62.745098039215684,0.0,84.31372549019608,9.803921568627452,533.0450980392158,39.79683562156917,630.5156862745098,94.56402354500155,18.274509803921568,15.760810171272984,,
ecmwf_aifs025_ensemble,2026-09-22T11:00,51,88.23529411764706,98.0392156862745,0.0,,,,100.0,19.607843137254903,74.50980392156863,0.0,90.19607843137256,17.647058823529413,665.2274509803922,36.79321719247378,656.4372549019608,75.74494824286124,12.882352941176471,16.35560706158415,,
ecmwf_aifs025_ensemble,2026-09-22T12:00,51,86.27450980392157,98.0392156862745,0.0,,,,100.0,96.07843137254902,88.23529411764706,0.0,98.0392156862745,19.607843137254903,760.0098039215686,29.780827758153134,676.7686274509805,56.25696220094391,10.509803921568627,15.245159951958009,,
ecmwf_aifs025_ensemble,2026-09-22T13:00,51,90.19607843137256,98.0392156862745,0.0,,,,100.0,100.0,98.0392156862745,0.0,100.0,33.33333333333333,801.1196078431373,24.491557889263344,692.9235294117645,44.4704872392255,8.666666666666666,13.450154893779724,,
ecmwf_aifs025_ensemble,2026-09-22T14:00,51,92.15686274509804,100.0,0.0,,,,100.0,98.0392156862745,98.0392156862745,0.0,100.0,49.01960784313725,775.7725490196078,22.624270847312392,697.5254901960783,41.34065719427911,7.333333333333333,11.949337499069422,,
