time,interval,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,is_day,precipitation,rain,showers,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,uv_index,uv_index_clear_sky,source,model,timezone,latitude_grid,longitude_grid,elevation_m
2026-09-22T10:45,900,72.4,68,61.2,74.1,1,0.0,0.0,0.0,1,43,1012.3,1002.3,5.1,232,5.1,478.0,228.0,250.0,325.1,5.35,5.3,current,best_match,America/Los_Angeles,34.03202,-118.52633,86.0
