model,time,member_count,p_cloud_lt_30,p_cloud_lt_60,p_precip_gt_0_01in,p_uv_ge_3,p_uv_ge_5,p_uv_ge_6,p_ghi_instant_ge_500,p_ghi_instant_ge_700,p_dni_instant_ge_600,p_dni_instant_ge_800,p_sun_score_ge_70,p_sun_score_ge_85,ghi_instant_mean,ghi_instant_std,dni_instant_mean,dni_instant_std,cloud_mean,cloud_std,uv_mean,uv_std
ecmwf_aifs025_ensemble,2026-09-22T00:00,51,68.62745098039215,94.11764705882352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.294117647058822,20.06718128452231,,
ecmwf_aifs025_ensemble,2026-09-22T01:00,51,56.86274509803921,96.07843137254902,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.254901960784313,19.936743101374308,,
ecmwf_aifs025_ensemble,2026-09-22T02:00,51,47.05882352941176,86.27450980392157,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.92156862745098,21.6137392759836,,
ecmwf_aifs025_ensemble,2026-09-22T03:00,51,37.254901960784316,78.43137254901961,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21568627450981,24.891214293794665,,
ecmwf_aifs025_ensemble,2026-09-22T04:00,51,37.254901960784316,70.58823529411765,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.11764705882353,28.110956624649774,,
ecmwf_aifs025_ensemble,2026-09-22T05:00,51,39.21568627450981,70.58823529411765,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6078431372549,29.241804616933305,,
ecmwf_aifs025_ensemble,2026-09-22T06:00,51,39.21568627450981,72.54901960784314,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1764705882353,27.169619711989302,,
ecmwf_aifs025_ensemble,2026-09-22T07:00,51,39.21568627450981,80.3921568627451,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.42156862745098,4.296990282767242,0.0,0.0,37.431372549019606,23.02542499235207,,
ecmwf_aifs025_ensemble,2026-09-22T08:00,51,45.09803921568628,92.15686274509804,0.0,,,,0.0,0.0,72.54901960784314,0.0,70.58823529411765,0.0,221.1901960784314,14.108880251840835,634.8117647058824,70.39688245102569,32.333333333333336,19.30354026251834,,
ecmwf_aifs025_ensemble,2026-09-22T09:00,51,64.70588235294117,94.11764705882352,0.0,,,,0.0,0.0,78.43137254901961,0.0,88.23529411764706,1.9607843137254901,395.06274509803933,23.953563081799032,646.3352941176472,72.27983902452858,26.568627450980394,17.932378427816857,,
ecmwf_aifs025_ensemble,2026-09-22T10:00,51,78.43137254901961,92.15686274509804,0.0,,,,96.07843137254902,0.0,88.23529411764706,0.0,96.07843137254902,11.76470588235294,550.7392156862745,28.135529697742474,672.6274509803923,67.16809682708413,21.137254901960784,19.020010102881795,,
ecmwf_aifs025_ensemble,2026-09-22T11:00,51,80.3921568627451,94.11764705882352,0.0,,,,100.0,29.411764705882355,94.11764705882352,0.0,98.0392156862745,27.450980392156865,680.092156862745,27.966779171990858,687.0470588235295,57.694375299299935,17.0,20.232646885664764,,
ecmwf_aifs025_ensemble,2026-09-22T12:00,51,84.31372549019608,96.07843137254902,0.0,,,,100.0,98.0392156862745,98.0392156862745,0.0,98.0392156862745,27.450980392156865,768.9705882352941,26.41315046803502,693.7215686274509,49.851946055196244,14.745098039215685,18.457348820732516,,
ecmwf_aifs025_ensemble,2026-09-22T13:00,51,88.23529411764706,100.0,0.0,,,,100.0,100.0,94.11764705882352,0.0,98.0392156862745,33.33333333333333,803.0450980392158,25.49161676885554,696.4254901960784,46.276222158414164,12.117647058823529,15.111117839291083,,
ecmwf_aifs025_ensemble,2026-09-22T14:00,51,94.11764705882352,100.0,0.0,,,,100.0,98.0392156862745,94.11764705882352,0.0,100.0,33.33333333333333,772.2705882352943,23.9586251201328,691.1372549019609,43.88724626031719,9.352941176470589,11.32223216404215,,
ecmwf_aifs025_ensemble,2026-09-22T15:00,51,98.0392156862745,100.0,0.0,,,,100.0,7.8431372549019605,90.19607843137256,0.0,100.0,13.725490196078432,674.5078431372549,19.896631304190716,662.4862745098039,38.591636501230894,6.862745098039215,8.029992796617284,,
ecmwf_aifs025_ensemble,2026-09-22T16:00,51,100.0,100.0,0.0,,,,92.15686274509804,0.0,47.05882352941176,0.0,100.0,0.0,521.7745098039215,14.892895529577242,594.4999999999999,32.16567735957072,4.647058823529412,6.608550610873052,,
ecmwf_aifs025_ensemble,2026-09-22T17:00,51,98.0392156862745,100.0,0.0,,,,0.0,0.0,0.0,0.0,39.21568627450981,0.0,337.3627450980392,11.725697604566026,476.72352941176473,30.19670570267753,3.0980392156862746,6.627985823644418,,
ecmwf_aifs025_ensemble,2026-09-22T18:00,51,98.0392156862745,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,144.18235294117648,7.193961520118188,288.0411764705882,25.443609621833048,2.9019607843137254,6.23620045207267,,
ecmwf_aifs025_ensemble,2026-09-22T19:00,51,98.0392156862745,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8823529411764706,5.774589366607913,,
ecmwf_aifs025_ensemble,2026-09-22T20:00,51,100.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9411764705882355,5.756428631385549,,
ecmwf_aifs025_ensemble,2026-09-22T21:00,51,100.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3529411764705883,6.477109013786212,,
ecmwf_aifs025_ensemble,2026-09-22T22:00,51,100.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8627450980392157,7.607942186539373,,
ecmwf_aifs025_ensemble,2026-09-22T23:00,51,98.0392156862745,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.529411764705882,8.759801233307684,,
ecmwf_aifs025_ensemble,2026-09-23T00:00,51,96.07843137254902,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.352941176470589,9.11224128173034,,
ecmwf_aifs025_ensemble,2026-09-23T01:00,51,88.23529411764706,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.058823529411764,11.282573757269894,,
ecmwf_aifs025_ensemble,2026-09-23T02:00,51,70.58823529411765,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.568627450980394,15.620825716921349,,
ecmwf_aifs025_ensemble,2026-09-23T03:00,51,60.78431372549019,88.23529411764706,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.58823529411765,20.36975843802595,,
ecmwf_aifs025_ensemble,2026-09-23T04:00,51,58.82352941176471,84.31372549019608,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.058823529411764,24.17222518901053,,
ecmwf_aifs025_ensemble,2026-09-23T05:00,51,54.90196078431373,78.43137254901961,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.705882352941174,25.74979154684329,,
ecmwf_aifs025_ensemble,2026-09-23T06:00,51,58.82352941176471,84.31372549019608,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.784313725490197,24.157246304568904,,
ecmwf_aifs025_ensemble,2026-09-23T07:00,51,62.745098039215684,94.11764705882352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.04705882352941,5.146585389991174,0.0,0.0,26.058823529411764,20.21822125183705,,
ecmwf_aifs025_ensemble,2026-09-23T08:00,51,70.58823529411765,100.0,0.0,,,,0.0,0.0,76.47058823529412,1.9607843137254901,76.47058823529412,0.0,224.25294117647059,21.554557318035332,658.3254901960784,107.49683314988819,19.745098039215687,15.090186396800938,,
ecmwf_aifs025_ensemble,2026-09-23T09:00,51,92.15686274509804,100.0,0.0,,,,0.0,0.0,76.47058823529412,1.9607843137254901,84.31372549019608,15.686274509803921,399.4039215686274,36.12586863057725,664.9921568627451,108.372252616871,13.0,10.188228501560022,,
ecmwf_aifs025_ensemble,2026-09-23T10:00,51,100.0,100.0,0.0,,,,90.19607843137256,0.0,78.43137254901961,7.8431372549019605,94.11764705882352,43.13725490196079,556.372549019608,41.950881175161854,691.9392156862746,99.60968040995087,7.098039215686274,7.043450580392495,,
ecmwf_aifs025_ensemble,2026-09-23T11:00,51,100.0,100.0,0.0,,,,100.0,45.09803921568628,90.19607843137256,5.88235294117647,96.07843137254902,54.90196078431373,685.9274509803923,39.999985392154194,705.3980392156864,82.41140574021556,3.3333333333333335,6.1827717624595095,,
ecmwf_aifs025_ensemble,2026-09-23T12:00,51,100.0,100.0,0.0,,,,100.0,96.07843137254902,92.15686274509804,1.9607843137254901,100.0,54.90196078431373,773.929411764706,33.91699452556282,709.9333333333333,64.14157985789458,2.784313725490196,5.119819237005135,,
ecmwf_aifs025_ensemble,2026-09-23T13:00,51,100.0,100.0,0.0,,,,100.0,100.0,94.11764705882352,0.0,100.0,50.98039215686274,806.4352941176471,28.429068388038406,710.0666666666667,51.73550296137718,2.8823529411764706,4.510641013530248,,
ecmwf_aifs025_ensemble,2026-09-23T14:00,51,100.0,100.0,0.0,,,,100.0,98.0392156862745,96.07843137254902,0.0,100.0,50.98039215686274,773.8745098039216,25.15329674724373,702.0568627450979,46.17107429940075,3.5294117647058822,5.100403674912293,,
ecmwf_aifs025_ensemble,2026-09-23T15:00,51,98.0392156862745,100.0,0.0,,,,100.0,5.88235294117647,94.11764705882352,0.0,100.0,23.52941176470588,674.4764705882353,21.393378304842773,670.7666666666667,41.5379713836228,4.333333333333333,6.742897497861485,,
ecmwf_aifs025_ensemble,2026-09-23T16:00,51,96.07843137254902,100.0,0.0,,,,92.15686274509804,0.0,50.98039215686274,0.0,98.0392156862745,0.0,520.364705882353,16.89348778114705,600.0549019607844,36.51364848231681,5.333333333333333,8.372972391371338,,
ecmwf_aifs025_ensemble,2026-09-23T17:00,51,96.07843137254902,100.0,0.0,,,,0.0,0.0,0.0,0.0,39.21568627450981,0.0,334.75294117647064,13.450863956507424,478.99215686274516,34.445887087646646,6.1568627450980395,9.388019064785942,,
ecmwf_aifs025_ensemble,2026-09-23T18:00,51,94.11764705882352,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,140.656862745098,7.731785172958719,285.6745098039216,26.923668718339673,7.411764705882353,9.289082776223355,,
ecmwf_aifs025_ensemble,2026-09-23T19:00,51,96.07843137254902,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.980392156862745,10.410552715544801,,
ecmwf_aifs025_ensemble,2026-09-23T20:00,51,90.19607843137256,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.901960784313726,13.912950660389455,,
ecmwf_aifs025_ensemble,2026-09-23T21:00,51,86.27450980392157,96.07843137254902,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96078431372549,18.42494047134343,,
ecmwf_aifs025_ensemble,2026-09-23T22:00,51,82.35294117647058,94.11764705882352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.352941176470589,22.462255923581463,,
ecmwf_aifs025_ensemble,2026-09-23T23:00,51,80.3921568627451,94.11764705882352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92156862745098,25.149825555860147,,
ecmwf_aifs025_ensemble,2026-09-24T00:00,51,70.58823529411765,94.11764705882352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49019607843137,24.223437038553886,,
ecmwf_aifs025_ensemble,2026-09-24T01:00,51,52.94117647058824,88.23529411764706,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.215686274509803,23.234727220684295,,
ecmwf_aifs025_ensemble,2026-09-24T02:00,51,39.21568627450981,84.31372549019608,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8235294117647,24.186530038310945,,
ecmwf_aifs025_ensemble,2026-09-24T03:00,51,29.411764705882355,60.78431372549019,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8235294117647,26.95975213710463,,
ecmwf_aifs025_ensemble,2026-09-24T04:00,51,23.52941176470588,56.86274509803921,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.549019607843135,30.136564983747036,,
ecmwf_aifs025_ensemble,2026-09-24T05:00,51,21.568627450980394,56.86274509803921,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.72549019607843,31.6057453203512,,
ecmwf_aifs025_ensemble,2026-09-24T06:00,51,21.568627450980394,58.82352941176471,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.98039215686274,29.23387774215281,,
ecmwf_aifs025_ensemble,2026-09-24T07:00,51,19.607843137254903,66.66666666666666,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.75882352941177,3.1563381612614467,0.0,0.0,46.372549019607845,24.514453519761542,,
ecmwf_aifs025_ensemble,2026-09-24T08:00,51,33.33333333333333,90.19607843137256,0.0,,,,0.0,0.0,64.70588235294117,0.0,58.82352941176471,0.0,213.9666666666667,13.412049308985807,622.8549019607843,69.38788745516176,37.509803921568626,19.411720736729762,,
ecmwf_aifs025_ensemble,2026-09-24T09:00,51,56.86274509803921,96.07843137254902,0.0,,,,0.0,0.0,64.70588235294117,0.0,84.31372549019608,0.0,383.0882352941176,22.86190409444343,623.5901960784313,69.97757142085445,28.07843137254902,15.785871071632254,,
ecmwf_aifs025_ensemble,2026-09-24T10:00,51,74.50980392156863,98.0392156862745,0.0,,,,92.15686274509804,0.0,80.3921568627451,0.0,96.07843137254902,5.88235294117647,536.5509803921568,26.413166205883154,650.8784313725491,63.59197532307199,19.686274509803923,15.087067569383297,,
ecmwf_aifs025_ensemble,2026-09-24T11:00,51,80.3921568627451,98.0392156862745,0.0,,,,100.0,7.8431372549019605,90.19607843137256,0.0,100.0,19.607843137254903,665.2372549019608,25.22187907975386,669.0098039215685,52.467888293324556,14.03921568627451,15.699631568051176,,
