time,interval,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,is_day,precipitation,rain,showers,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,uv_index,uv_index_clear_sky,source,model,timezone,latitude_grid,longitude_grid,elevation_m
2026-09-22T06:30,900,62.9,73,54.1,62.5,0,0.0,0.0,0.0,0,17,1012.5,1002.3,4.0,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,current,best_match,America/Los_Angeles,34.03202,-118.52633,86.0
