time,source,model,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cape,visibility,wind_speed_10m,wind_direction_10m,wind_gusts_10m,sunshine_duration,is_day,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms,uv_index,uv_index_clear_sky,uv_temporal_source,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,sun_score_0_100,sun_score_evidence_weight
2026-09-22T06:30,hrrr_15min,ncep_hrrr_conus,62.9,73,54.1,62.5,0.0,0.0,0.0,0,0.0,74146.984,4.0,19,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T06:45,hrrr_15min,ncep_hrrr_conus,62.9,73,54.1,62.2,0.0,0.0,0.0,0,0.0,74475.064,4.7,17,4.7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T07:00,hrrr_15min,ncep_hrrr_conus,62.8,73,54.0,62.1,0.0,0.0,0.0,0,0.0,74146.984,4.7,8,4.9,0.0,1,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,0.0,66.9,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.0,0.0,best_match_hourly_time_interpolated,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.75
2026-09-22T07:15,hrrr_15min,ncep_hrrr_conus,63.5,73,54.6,62.6,0.0,0.0,0.0,0,0.0,73818.896,5.4,360,5.4,336.69,1,33.0,8.0,25.0,104.9,103.6,44.7,10.8,33.8,142.0,140.2,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.1375,0.1375,best_match_hourly_time_interpolated,1.0,0.0,0.31853281853281856,0.318830242510699,0.24242424242424243,0.7575757575757576,0.24161073825503357,0.7561521252796419,0.3741,0.0,0.10000000000000853,31.3,1.0
2026-09-22T07:30,hrrr_15min,ncep_hrrr_conus,64.4,73,55.6,64.1,0.0,0.0,0.0,0,0.0,72834.648,4.9,355,4.9,900.0,1,76.0,38.0,38.0,292.2,176.6,91.6,45.8,45.8,352.3,212.9,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.275,0.275,best_match_hourly_time_interpolated,1.0,0.0,0.4303510758776897,0.43024894316580553,0.5,0.5,0.5,0.5,1.0,0.0,0.0,47.9,1.0
2026-09-22T07:45,hrrr_15min,ncep_hrrr_conus,66.1,73,57.2,66.6,0.0,0.0,0.0,0,0.0,71522.312,4.3,348,4.3,900.0,1,120.0,60.0,60.0,327.4,248.9,137.3,68.6,68.6,374.5,284.8,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.41250000000000003,0.41250000000000003,best_match_hourly_time_interpolated,1.0,0.0,0.48212133386902367,0.4820926966292135,0.5,0.5,0.49963583394027666,0.49963583394027666,1.0,0.0,0.10000000000002274,50.1,1.0
2026-09-22T08:00,hrrr_15min,ncep_hrrr_conus,68.0,73,59.0,69.5,0.0,0.0,0.0,0,0.0,72178.48,3.4,337,3.8,900.0,1,175.0,120.0,55.0,509.0,320.2,194.2,133.2,61.0,565.0,355.4,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.55,0.55,best_match_hourly_time_interpolated,1.0,0.0,0.5465334166146159,0.546426561620709,0.6857142857142857,0.3142857142857143,0.685890834191555,0.31410916580844495,1.0,0.0,0.0,58.4,1.0
2026-09-22T08:15,hrrr_15min,ncep_hrrr_conus,69.0,73,60.0,71.2,0.0,0.0,0.0,0,0.0,72178.48,3.0,318,3.6,900.0,1,225.0,144.0,81.0,501.4,390.1,244.9,156.7,88.1,545.7,424.5,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,0.875,0.875,best_match_hourly_time_interpolated,1.0,0.0,0.576775185849782,0.5769140164899882,0.64,0.36,0.6398530012249898,0.3597386688444263,1.0,0.0,0.10000000000002274,59.7,1.0
2026-09-22T08:30,hrrr_15min,ncep_hrrr_conus,69.9,72,60.5,72.5,0.0,0.0,0.0,0,0.0,72506.56,2.5,297,3.1,900.0,1,279.0,201.0,78.0,595.7,458.3,299.4,215.7,83.7,639.2,491.8,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,1.2000000000000002,1.2000000000000002,best_match_hourly_time_interpolated,1.0,0.0,0.6087715470216015,0.6087840585603903,0.7204301075268817,0.27956989247311825,0.720440881763527,0.279559118236473,1.0,0.0,0.0,65.0,1.0
2026-09-22T08:45,hrrr_15min,ncep_hrrr_conus,70.2,72,60.8,72.5,0.0,0.0,0.0,1,0.0,69881.888,3.4,270,3.6,900.0,1,313.0,203.0,110.0,525.6,524.5,332.4,215.5,116.8,558.1,557.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6172657012939453,1.525,1.525,best_match_hourly_time_interpolated,1.0,0.0,0.5967588179218303,0.5967684021543985,0.6485623003194888,0.3514376996805112,0.6483152827918172,0.35138387484957884,1.0,0.0,0.0999999999999659,63.7,1.0
