model,time,member_count,p_cloud_lt_30,p_cloud_lt_60,p_precip_gt_0_01in,p_uv_ge_3,p_uv_ge_5,p_uv_ge_6,p_ghi_instant_ge_500,p_ghi_instant_ge_700,p_dni_instant_ge_600,p_dni_instant_ge_800,p_sun_score_ge_70,p_sun_score_ge_85,ghi_instant_mean,ghi_instant_std,dni_instant_mean,dni_instant_std,cloud_mean,cloud_std,uv_mean,uv_std
ecmwf_aifs025_ensemble,2026-09-22T00:00,51,100.0,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.862745098039216,2.4332661822590413,,
ecmwf_aifs025_ensemble,2026-09-22T01:00,51,98.0392156862745,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.725490196078432,4.750067078989723,,
ecmwf_aifs025_ensemble,2026-09-22T02:00,51,92.15686274509804,100.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19607843137255,7.531320223820355,,
ecmwf_aifs025_ensemble,2026-09-22T03:00,51,82.35294117647058,98.0392156862745,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41176470588235,10.276529512609276,,
ecmwf_aifs025_ensemble,2026-09-22T04:00,51,68.62745098039215,98.0392156862745,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.058823529411764,12.402276830817609,,
ecmwf_aifs025_ensemble,2026-09-22T05:00,51,62.745098039215684,98.0392156862745,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.137254901960784,13.455139698781483,,
ecmwf_aifs025_ensemble,2026-09-22T06:00,51,64.70588235294117,98.0392156862745,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.50980392156863,13.138299051276931,,
ecmwf_aifs025_ensemble,2026-09-22T07:00,51,74.50980392156863,98.0392156862745,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.42352941176471,4.6373090574294995,0.0,0.0,25.725490196078432,11.976774910421502,,
ecmwf_aifs025_ensemble,2026-09-22T08:00,51,84.31372549019608,98.0392156862745,0.0,,,,0.0,0.0,74.50980392156863,0.0,74.50980392156863,0.0,219.8156862745098,15.929135225102709,627.5098039215686,79.11649449995105,23.19607843137255,10.43267867394206,,
ecmwf_aifs025_ensemble,2026-09-22T09:00,51,94.11764705882352,98.0392156862745,0.0,,,,0.0,0.0,76.47058823529412,1.9607843137254901,92.15686274509804,3.9215686274509802,392.2843137254902,26.596393534079162,637.8117647058824,79.59612464701738,20.254901960784313,9.101303505003889,,
ecmwf_aifs025_ensemble,2026-09-22T10:00,51,94.11764705882352,100.0,0.0,,,,96.07843137254902,0.0,80.3921568627451,3.9215686274509802,96.07843137254902,9.803921568627452,546.5549019607844,31.04152904562203,662.570588235294,73.63940872689744,17.470588235294116,8.302657264217212,,
ecmwf_aifs025_ensemble,2026-09-22T11:00,51,96.07843137254902,100.0,0.0,,,,100.0,13.725490196078432,88.23529411764706,1.9607843137254901,96.07843137254902,15.686274509803921,674.4196078431373,30.369010649725453,675.2980392156862,62.49834074660248,15.137254901960784,7.621075010372585,,
ecmwf_aifs025_ensemble,2026-09-22T12:00,51,96.07843137254902,100.0,0.0,,,,100.0,96.07843137254902,92.15686274509804,0.0,100.0,23.52941176470588,761.8549019607843,27.434112442180375,680.243137254902,51.85118419053497,13.352941176470589,6.781809579785516,,
ecmwf_aifs025_ensemble,2026-09-22T13:00,51,98.0392156862745,100.0,0.0,,,,100.0,100.0,98.0392156862745,0.0,100.0,25.49019607843137,794.7117647058824,25.661423554111924,681.3019607843136,46.7093030999011,11.529411764705882,6.36349885260136,,
ecmwf_aifs025_ensemble,2026-09-22T14:00,51,96.07843137254902,100.0,0.0,,,,100.0,98.0392156862745,90.19607843137256,0.0,100.0,21.568627450980394,762.9803921568628,24.639626779704617,674.1098039215688,45.23383359788096,9.941176470588236,7.311393204324008,,
ecmwf_aifs025_ensemble,2026-09-22T15:00,51,96.07843137254902,100.0,0.0,,,,100.0,5.88235294117647,84.31372549019608,0.0,98.0392156862745,9.803921568627452,664.8019607843138,22.039750363341945,643.6196078431373,42.85618750942665,8.392156862745098,9.128150812453855,,
