time_utc,cams_uv_biologically_effective_dose,cams_uv_biologically_effective_dose_clear_sky,cams_surface_downward_uv_radiation,source,cams_total_aerosol_optical_depth_at_340_nm,cams_total_aerosol_optical_depth_at_355_nm,cams_total_aerosol_optical_depth_at_380_nm,cams_total_aerosol_optical_depth_at_400_nm,cams_total_absorption_aerosol_optical_depth_at_340_nm,cams_total_absorption_aerosol_optical_depth_at_355_nm,cams_total_absorption_aerosol_optical_depth_at_380_nm,cams_total_absorption_aerosol_optical_depth_at_400_nm,cams_single_scattering_albedo_at_340_nm,cams_single_scattering_albedo_at_355_nm,cams_single_scattering_albedo_at_380_nm,cams_single_scattering_albedo_at_400_nm,cams_asymmetry_factor_at_340_nm,cams_asymmetry_factor_at_355_nm,cams_asymmetry_factor_at_380_nm,cams_asymmetry_factor_at_400_nm,cams_gems_total_column_ozone,cams_total_column_vertically_integrated_water_vapour,cams_total_column_cloud_liquid_water,cams_total_column_cloud_ice_water,cams_total_cloud_cover,cams_forecast_albedo,cams_surface_direct_normal_short_wave_solar_radiation,cams_surface_short_wave_solar_radiation_downwards,cams_cycle
2026-09-24 04:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.16252615,0.15845495,0.15134704,0.14543428,0.010123041,0.0097210575,0.009094161,0.008622816,0.9376844,0.9386206,0.93988,0.94067734,0.6884946,0.6891565,0.6896037,0.6896487,0.006071186,25.670929,0.14804739,0.0,1.0000002,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 05:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.17026076,0.16606927,0.15872951,0.15260595,0.0105066,0.010088199,0.009436168,0.008947788,0.9382634,0.9392252,0.9405239,0.94133806,0.690958,0.69172573,0.6923522,0.6925238,0.006070935,26.195892,0.20456058,0.0,1.0,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 06:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.17509827,0.17083071,0.16334385,0.15708792,0.010652925,0.010228181,0.009566347,0.009073419,0.93914413,0.94011056,0.9414178,0.942223,0.6926864,0.6935265,0.69427514,0.6945402,0.00608754,26.542557,0.13936031,0.0,0.99997115,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 07:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.17711776,0.17272806,0.16504015,0.1586273,0.010759496,0.010329748,0.009660367,0.009165591,0.9392289,0.94017345,0.94144267,0.94219476,0.6923026,0.6930612,0.6936545,0.69378185,0.0061112694,26.768768,0.09005296,0.0,0.99705994,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 08:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.18565686,0.18112837,0.17318228,0.16653767,0.010928185,0.010490496,0.009809482,0.009307926,0.94113106,0.9420757,0.94335,0.94410235,0.69550997,0.6964024,0.697234,0.6975419,0.006119106,27.024612,0.08936304,0.0,1.0,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 09:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.18426517,0.17972866,0.1717673,0.1651155,0.0109848045,0.010544265,0.009859186,0.009352414,0.9403832,0.94132936,0.9425989,0.94335586,0.69518024,0.69600105,0.6966917,0.6968731,0.006117937,27.054825,0.06674178,0.0,0.9999508,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 10:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.17808972,0.17367998,0.16594742,0.15948959,0.010835561,0.010401244,0.009726112,0.009221092,0.93915653,0.94011194,0.94138974,0.94218296,0.6943333,0.6950866,0.6956528,0.6957365,0.0061248364,26.978027,0.050469257,0.0,0.99915326,0.16488642,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 11:00:00+00:00,0.0,0.0,2.671432e+06,cams_direct_forecast,0.16753414,0.16337427,0.15608153,0.14999297,0.010611627,0.010186673,0.009526114,0.009025161,0.9366539,0.93764186,0.93896025,0.9398218,0.6905841,0.6912167,0.69156426,0.69147784,0.0061315955,26.791473,0.07364541,0.0,0.9958583,0.1648432,1.8015668e+07,2.2140848e+07,2026-09-22T12:00Z
2026-09-24 12:00:00+00:00,0.0010831438,0.0022147126,2.672976e+06,cams_direct_forecast,0.16283971,0.15882547,0.151774,0.14587489,0.010430379,0.010013507,0.009365413,0.008864348,0.9359437,0.93694925,0.93829024,0.93922955,0.6919761,0.6926191,0.69297117,0.69288176,0.006125435,26.51625,0.11058307,0.0,0.9984487,0.16406816,1.8015796e+07,2.215008e+07,2026-09-22T12:00Z
2026-09-24 13:00:00+00:00,0.008176765,0.014451883,2.699223e+06,cams_direct_forecast,0.1641864,0.16018221,0.15313202,0.14722279,0.010517183,0.010097498,0.00944478,0.008931622,0.9359438,0.93696266,0.9383224,0.9393325,0.69397783,0.6946594,0.69507337,0.69502425,0.0061135995,26.359085,0.1021714,0.0,0.89844525,0.16382217,1.8285052e+07,2.239816e+07,2026-09-22T12:00Z
