time,temperature_2m__count,temperature_2m__mean,temperature_2m__median,temperature_2m__std,temperature_2m__min,temperature_2m__max,cloud_cover__count,cloud_cover__mean,cloud_cover__median,cloud_cover__std,cloud_cover__min,cloud_cover__max,cloud_cover_low__count,cloud_cover_low__mean,cloud_cover_low__median,cloud_cover_low__std,cloud_cover_low__min,cloud_cover_low__max,cloud_cover_mid__count,cloud_cover_mid__mean,cloud_cover_mid__median,cloud_cover_mid__std,cloud_cover_mid__min,cloud_cover_mid__max,cloud_cover_high__count,cloud_cover_high__mean,cloud_cover_high__median,cloud_cover_high__std,cloud_cover_high__min,cloud_cover_high__max,precipitation_probability__count,precipitation_probability__mean,precipitation_probability__median,precipitation_probability__std,precipitation_probability__min,precipitation_probability__max,shortwave_radiation_instant__count,shortwave_radiation_instant__mean,shortwave_radiation_instant__median,shortwave_radiation_instant__std,shortwave_radiation_instant__min,shortwave_radiation_instant__max,direct_normal_irradiance_instant__count,direct_normal_irradiance_instant__mean,direct_normal_irradiance_instant__median,direct_normal_irradiance_instant__std,direct_normal_irradiance_instant__min,direct_normal_irradiance_instant__max,diffuse_radiation_instant__count,diffuse_radiation_instant__mean,diffuse_radiation_instant__median,diffuse_radiation_instant__std,diffuse_radiation_instant__min,diffuse_radiation_instant__max,sun_score_0_100__count,sun_score_0_100__mean,sun_score_0_100__median,sun_score_0_100__std,sun_score_0_100__min,sun_score_0_100__max,deterministic_agreement_0_100
2026-09-22T00:00,12,65.03333333333332,65.15,3.023042817888601,60.9,69.1,12,2.75,0.0,5.2418768325164535,0.0,18.0,11,1.4545454545454546,0.0,2.252271580588645,0.0,6.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,86.8
2026-09-22T01:00,12,64.54166666666667,64.85,3.017662651587793,60.4,68.7,12,3.5833333333333335,1.0,4.541892543729748,0.0,12.0,11,3.0,0.0,4.266145801540309,0.0,12.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,87.3
2026-09-22T02:00,12,64.08333333333333,64.69999999999999,3.0210875023689185,60.0,68.3,12,5.0,1.0,6.105139414683933,0.0,15.0,11,5.454545454545454,4.0,5.922223169784069,0.0,15.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,86.2
2026-09-22T03:00,12,63.59166666666667,64.55000000000001,3.0031675197223295,59.6,67.8,12,10.416666666666666,1.5,15.692837586464453,0.0,52.0,11,11.0,4.0,16.037456157383563,0.0,52.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,79.4
2026-09-22T04:00,12,63.25833333333333,64.2,2.957104951970711,59.5,67.4,12,13.583333333333334,5.0,19.138055060929037,0.0,64.0,11,14.454545454545455,7.0,19.27881550491957,0.0,64.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,77.1
2026-09-22T05:00,12,64.04166666666667,64.7,2.44222638118781,59.2,67.1,12,28.0,19.0,32.937958207956534,0.0,95.0,11,16.636363636363637,21.0,11.935432353063103,0.0,34.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,68.8
2026-09-22T06:00,12,63.341666666666676,63.75,2.888679576721812,58.5,66.7,12,19.166666666666668,15.0,26.84579985206195,0.0,93.0,11,24.0,23.0,26.370437994087244,0.0,93.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,71.8
2026-09-22T07:00,12,63.616666666666674,63.650000000000006,3.079206903005241,58.3,67.8,12,25.583333333333332,15.5,35.86960813667732,0.0,100.0,11,33.72727272727273,23.0,34.90584738719548,0.0,100.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,14.881818181818181,17.5,12.382311430570482,0.0,40.7,11,15.072727272727274,0.0,49.99058093099322,0.0,165.8,11,14.1,17.5,12.48543151036439,0.0,40.7,11,7.5,8.3,6.352952069707436,0.0,18.5,58.7
2026-09-22T08:00,12,66.05,66.35,2.4167972796469797,61.2,69.4,12,21.416666666666668,9.5,33.88337842266224,0.0,100.0,11,31.90909090909091,21.0,34.38154896293808,0.0,100.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,169.46363636363637,167.5,29.60652876401666,130.8,220.4,11,441.58181818181816,394.8,214.99776658459416,199.4,977.3,11,100.23636363636365,111.8,23.691613399144966,56.8,123.9,11,56.127272727272725,57.6,15.454972721366474,34.9,88.4,42.6
2026-09-22T09:00,12,68.94166666666666,68.9,1.331750954968909,67.2,71.2,12,23.25,11.0,30.009468202855277,0.0,92.0,11,32.27272727272727,24.0,30.980932552429433,0.0,92.0,11,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,11,349.3636363636364,345.0,54.52565034416871,268.1,419.8,11,565.3,594.3,181.03233965233946,228.2,914.7,11,145.0818181818182,159.9,33.30023477940714,85.9,185.9,11,69.58181818181818,74.4,13.269198783786319,45.2,92.4,48.7
