time,source,model,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cape,visibility,wind_speed_10m,wind_direction_10m,wind_gusts_10m,sunshine_duration,is_day,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms,uv_index,uv_index_clear_sky,uv_temporal_source,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,sun_score_0_100,sun_score_evidence_weight
2026-09-22T21:30,hrrr_15min,ncep_hrrr_conus,65.3,90,62.3,67.8,0.0,0.0,0.0,0,0.0,48228.348,4.5,270,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T21:45,hrrr_15min,ncep_hrrr_conus,65.2,90,62.2,67.7,0.0,0.0,0.0,0,0.0,48228.348,4.1,261,5.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T22:00,hrrr_15min,ncep_hrrr_conus,64.9,90,61.9,67.6,0.0,0.0,0.0,0,0.0,47900.26,3.3,250,4.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T22:15,hrrr_15min,ncep_hrrr_conus,64.7,89,61.4,67.1,0.0,0.0,0.0,0,0.0,49212.596,3.8,242,5.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T22:30,hrrr_15min,ncep_hrrr_conus,64.8,86,60.5,66.4,0.0,0.0,0.0,0,0.0,50853.02,4.8,248,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T22:45,hrrr_15min,ncep_hrrr_conus,64.4,84,59.5,65.5,0.0,0.0,0.0,1,0.0,51837.268,5.0,249,6.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T23:00,hrrr_15min,ncep_hrrr_conus,64.4,83,59.2,65.4,0.0,0.0,0.0,1,0.0,52493.436,4.9,246,5.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T23:15,hrrr_15min,ncep_hrrr_conus,64.4,83,59.1,65.7,0.0,0.0,0.0,1,0.0,52821.524,3.9,246,4.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T23:30,hrrr_15min,ncep_hrrr_conus,64.4,84,59.4,65.9,0.0,0.0,0.0,1,0.0,52821.524,3.8,249,4.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
2026-09-22T23:45,hrrr_15min,ncep_hrrr_conus,64.4,84,59.4,65.8,0.0,0.0,0.0,1,0.0,52165.356,4.1,264,4.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,America/Los_Angeles,34.03202,-118.52633,86.0,0.6862878799438477,0.0,0.0,best_match_hourly_time_interpolated,,,,,,,,,0.0,0.0,0.0,0.0,0.6
