time,source,model,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m,pressure_msl,surface_pressure,visibility,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,precipitation_probability,precipitation,rain,showers,snowfall,wind_speed_10m,wind_direction_10m,wind_gusts_10m,uv_index,uv_index_clear_sky,sunshine_duration,is_day,cape,lifted_index,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,relative_humidity_925hPa,relative_humidity_850hPa,relative_humidity_700hPa,relative_humidity_500hPa,relative_humidity_300hPa,cloud_cover_925hPa,cloud_cover_850hPa,cloud_cover_700hPa,cloud_cover_500hPa,cloud_cover_300hPa,geopotential_height_925hPa,geopotential_height_850hPa,geopotential_height_700hPa,geopotential_height_500hPa,geopotential_height_300hPa,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,upper_air_rh_max,upper_air_cloud_max,sun_score_0_100,sun_score_evidence_weight,air__pm10,air__pm2_5,air__carbon_monoxide,air__carbon_dioxide,air__nitrogen_dioxide,air__sulphur_dioxide,air__ozone,air__methane,air__aerosol_optical_depth,air__dust,air__uv_index,air__uv_index_clear_sky,air__us_aqi,air__us_aqi_pm2_5,air__us_aqi_pm10,air__us_aqi_ozone
2026-09-22T11:00,deterministic,best_match,72.4,72,62.8,73.7,65.8,1013.2,1003.2,67913.384,1,44,44,0,0,0,0.0,0.0,0.0,0.0,7.5,233,7.8,5.1,5.1,3600.0,1,0.0,3.3,0.0,13713.911,2050.525,24.6,0.0,0.013,0.76,508.8,336.8,172.0,491.9,929.8,551.0,364.7,186.3,532.8,1007.1,89,35,34,9,22,20,0,0,0,0,2572.179,4937.664,10278.871,19064.96,31257.936,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,1.0,0.0,0.5472144547214455,0.5471154800913514,0.6619496855345912,0.3380503144654088,0.6618874773139746,0.33811252268602543,1.0,0.0,0.0,89.0,20.0,78.0,1.0,19.2,14.7,146.0,448.0,11.6,4.6,70.0,1426.0,0.22,4.0,5.55,5.8,58.0,58.0,15.0,17.0
2026-09-22T12:00,deterministic,best_match,72.1,78,64.9,74.4,67.0,1012.6,1002.6,57414.7,1,40,40,0,0,0,0.0,0.0,0.0,0.0,9.7,257,10.5,6.3,6.3,3600.0,1,0.0,2.7,0.0,14009.187,1492.782,24.9,0.0,0.015,0.59,644.8,418.8,226.0,535.9,1061.3,670.4,435.4,235.0,557.3,1103.5,84,32,39,9,28,3,0,0,0,0,2562.336,4934.384,10278.871,19071.522,31273.812,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,1.0,0.0,0.6075567699990577,0.6075215224286361,0.6495037220843674,0.35049627791563276,0.6494630071599046,0.3505369928400955,1.0,0.0,0.0,84.0,3.0,84.3,1.0,19.0,14.4,128.0,441.0,8.3,4.6,85.0,1389.0,0.21,4.0,7.05,7.15,58.0,58.0,15.0,19.0
2026-09-22T13:00,deterministic,best_match,72.4,78,65.1,75.2,67.3,1012.0,1002.0,58398.948,1,43,43,0,0,0,0.0,0.0,0.0,0.0,10.5,253,11.0,6.8,6.85,3600.0,1,0.0,2.5,0.0,14370.079,1591.207,24.5,0.0,0.017,0.6,739.3,528.0,211.3,640.1,1120.5,742.1,530.0,212.1,642.5,1124.8,82,30,37,9,32,0,0,0,0,0,2549.213,4927.822,10272.31,19074.802,31279.106,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,0.9927007299270073,0.007299270072992692,0.6597947344935297,0.6597617354196302,0.7141890977952118,0.28581090220478833,0.7141894623366123,0.28581053766338765,1.0,0.0,0.0,82.0,0.0,87.7,1.0,18.6,13.9,122.0,439.0,6.3,4.2,100.0,1378.0,0.2,4.0,7.3,7.3,58.0,58.0,15.0,22.0
2026-09-22T14:00,deterministic,best_match,72.4,79,65.5,74.1,67.5,1011.3,1001.3,55446.196,0,18,18,0,0,0,0.0,0.0,0.0,0.0,12.6,257,13.9,6.45,6.65,3600.0,1,0.0,2.4,0.0,14632.546,1558.399,24.7,0.0,0.015,0.57,703.5,482.0,221.5,593.4,1103.3,681.9,467.2,214.7,575.2,1069.5,76,33,39,10,30,0,0,0,0,0,2529.528,4911.418,10262.467,19071.522,31273.812,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,0.9699248120300752,0.03007518796992481,0.6376325568748301,0.6375876577840112,0.6851457000710732,0.3148542999289268,0.6851444493327468,0.31485555066725324,1.0,0.0,0.0,76.0,0.0,86.3,1.0,17.9,13.1,120.0,438.0,5.1,3.7,110.0,1374.0,0.18,4.0,6.25,6.25,58.0,58.0,15.0,26.0
2026-09-22T15:00,deterministic,best_match,71.4,82,65.6,72.7,67.3,1010.8,1000.8,51509.188,1,35,35,0,0,0,0.0,0.0,0.0,0.0,13.9,267,16.3,5.5,5.8,3600.0,1,0.0,2.4,0.0,14501.312,1476.378,26.5,0.0,0.015,0.47,712.3,553.5,158.8,743.6,1011.0,663.1,515.3,147.8,692.3,941.3,79,37,43,9,12,0,0,0,0,0,2516.404,4904.856,10252.625,19058.398,31268.522,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,0.9482758620689655,0.051724137931034475,0.7045499505440158,0.7044512907680868,0.7770602274322618,0.22293977256773834,0.7771075252601417,0.22289247473985824,1.0,0.0,1.1368683772161603e-13,79.0,0.0,87.6,1.0,15.6,11.1,120.0,438.0,4.3,3.1,111.0,1374.0,0.16,4.0,4.4,4.4,58.0,58.0,15.0,30.0
2026-09-22T16:00,deterministic,best_match,70.9,85,66.2,70.7,67.5,1010.4,1000.4,47900.26,1,22,22,0,0,0,0.0,0.0,0.0,0.0,15.0,265,18.1,4.25,4.4,3600.0,1,0.0,1.6,0.0,14665.354,1427.165,27.2,0.0,0.011,0.39,556.5,383.3,173.3,612.6,849.8,490.4,337.7,152.7,539.9,748.9,69,37,41,10,8,0,0,0,0,0,2506.562,4898.294,10252.625,19064.96,31279.106,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,0.9659090909090908,0.03409090909090917,0.6548599670510709,0.6548270797169181,0.6887690925426775,0.3114106019766397,0.6886215334420881,0.3113784665579119,1.0,-0.10000000000002274,0.0,69.0,0.0,76.8,1.0,14.5,9.9,124.0,439.0,4.3,2.3,107.0,1382.0,0.14,4.0,2.4,2.4,58.0,58.0,15.0,35.0
2026-09-22T17:00,deterministic,best_match,70.6,82,64.8,69.9,66.5,1010.0,1000.0,53149.604,1,33,33,0,0,0,0.0,0.0,0.0,0.0,14.4,265,17.4,2.75,2.75,3600.0,1,0.0,2.5,0.0,14763.779,1295.932,26.3,0.0,0.008,0.46,366.8,242.0,124.8,521.2,630.7,294.0,194.0,100.0,417.8,505.5,63,33,39,10,10,0,0,0,0,0,2496.719,4895.013,10252.625,19071.522,31294.98,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,1.0,0.0,0.5815760266370699,0.5816023738872403,0.6597600872410032,0.34023991275899673,0.6598639455782312,0.3401360544217687,1.0,0.0,0.0,63.0,0.0,64.7,1.0,15.2,10.1,129.0,440.0,5.5,1.8,100.0,1387.0,0.13,4.0,0.9,0.9,57.0,57.0,15.0,39.0
2026-09-22T18:00,deterministic,best_match,68.8,83,63.4,68.9,65.0,1009.7,999.7,52165.356,0,13,13,0,0,0,0.0,0.0,0.0,0.0,11.0,264,14.1,1.2,1.2,3600.0,1,0.0,2.7,0.0,14993.438,1115.486,26.9,0.0,0.004,0.41,181.3,101.8,79.5,375.0,368.6,112.0,62.9,49.1,231.7,227.7,64,30,44,7,8,0,0,0,0,0,2493.438,4895.013,10252.625,19074.802,31300.27,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,1.0,0.0,0.49186109603906675,0.49187527448397017,0.56150027578599,0.4384997242140099,0.5616071428571429,0.43839285714285714,1.0,0.0,0.0,64.0,0.0,50.9,1.0,15.5,10.4,132.0,441.0,7.4,1.6,92.0,1385.0,0.12,4.0,0.15,0.15,58.0,58.0,15.0,43.0
2026-09-22T19:00,deterministic,best_match,67.1,88,63.4,68.1,64.4,1009.7,999.6,46587.924,0,6,6,0,0,0,0.0,0.0,0.0,0.0,9.0,266,13.2,0.15,0.15,2796.74,0,0.0,3.1,0.0,15026.247,656.168,27.3,0.0,0.001,0.27,32.8,16.5,16.3,156.3,88.6,0.0,0.0,0.0,0.0,0.0,58,33,46,11,8,0,0,0,0,0,2493.438,4898.294,10259.187,19087.926,31332.022,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,1.0,0.0,0.37020316027088035,,0.5030487804878049,0.4969512195121952,,,0.7768722222222222,0.0,0.0,58.0,0.0,35.4,1.0,15.3,10.7,136.0,442.0,10.5,1.6,81.0,1381.0,0.12,3.0,0.0,0.0,58.0,58.0,15.0,45.0
2026-09-22T20:00,deterministic,best_match,66.4,88,62.8,67.8,63.8,1010.8,1000.7,44947.508,0,3,3,0,0,0,0.0,0.0,0.0,0.0,7.5,261,9.8,0.0,0.0,0.0,0,0.0,2.4,0.0,14927.821,508.53,25.6,0.0,0.001,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,35,38,10,8,0,0,0,0,0,2526.247,4934.384,10295.275,19127.296,31369.062,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,47.0,0.0,0.0,0.6,15.5,11.3,144.0,445.0,17.5,1.8,68.0,1381.0,0.12,3.0,0.0,0.0,58.0,58.0,15.0,46.0
2026-09-22T21:00,deterministic,best_match,65.9,89,62.5,68.0,63.5,1010.6,1000.5,49212.596,0,5,5,0,0,0,0.0,0.0,0.0,0.0,5.4,265,7.6,0.0,0.0,0.0,0,0.0,2.2,0.0,15124.672,344.488,23.1,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,37,33,9,6,0,0,0,0,0,2522.966,4931.103,10295.275,19133.86,31374.356,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,16.2,12.4,159.0,449.0,32.2,2.1,48.0,1385.0,0.12,3.0,0.0,0.0,58.0,58.0,15.0,45.0
2026-09-22T22:00,deterministic,best_match,64.9,90,61.9,67.6,62.7,1010.5,1000.4,47900.26,0,11,11,0,0,0,0.0,0.0,0.0,0.0,3.3,250,4.7,0.0,0.0,0.0,0,0.0,1.9,0.0,15026.247,311.68,24.3,0.001,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,35,40,10,10,0,0,0,0,0,2522.966,4931.103,10298.557,19137.138,31379.644,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,43.0,0.0,0.0,0.6,18.0,14.3,177.0,455.0,50.7,2.6,26.0,1393.0,0.13,2.0,0.0,0.0,58.0,58.0,15.0,42.0
2026-09-22T23:00,deterministic,best_match,64.4,83,59.2,65.4,60.8,1010.8,1000.7,52493.436,1,23,23,0,0,0,0.0,0.0,0.0,0.0,4.9,246,5.8,0.0,0.0,0.0,0,0.0,2.6,0.0,15387.14,836.614,24.7,0.0,0.001,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,32,42,10,10,0,0,0,0,0,2526.247,4937.664,10305.118,19153.542,31395.52,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,42.0,0.0,0.0,0.6,21.0,17.5,197.0,462.0,64.0,2.9,9.0,1408.0,0.15,2.0,0.0,0.0,59.0,59.0,16.0,37.0
2026-09-23T00:00,deterministic,best_match,64.1,85,59.5,65.7,60.9,1010.5,1000.4,50524.932,1,32,32,0,0,0,0.0,0.0,0.0,0.0,3.6,281,4.3,0.0,0.0,0.0,0,0.0,2.5,0.0,15091.863,820.21,25.3,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,32,42,11,10,0,0,0,0,0,2513.123,4924.541,10291.995,19130.578,31363.772,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,44.0,0.0,0.0,0.6,23.4,20.2,220.0,473.0,67.6,3.0,2.0,1434.0,0.17,2.0,0.0,0.0,59.0,59.0,16.0,31.0
2026-09-23T01:00,deterministic,best_match,62.9,86,58.7,64.5,59.9,1010.6,1000.4,47900.26,0,18,18,0,0,0,0.0,0.0,0.0,0.0,3.1,330,3.6,0.0,0.0,0.0,0,0.0,2.8,0.0,15026.247,656.168,25.1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,32,42,11,8,0,0,0,0,0,2516.404,4927.822,10291.995,19127.296,31369.062,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,43.0,0.0,0.0,0.6,24.9,22.1,245.0,485.0,66.1,3.0,0.0,1467.0,0.17,1.0,0.0,0.0,60.0,60.0,16.0,25.0
2026-09-23T02:00,deterministic,best_match,62.0,87,58.1,63.9,59.3,1010.3,1000.1,49540.684,0,11,11,0,0,0,0.0,0.0,0.0,0.0,1.7,40,2.0,0.0,0.0,0.0,0,0.0,3.1,0.0,14927.821,557.743,24.7,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,31,41,14,8,0,0,0,0,0,2506.562,4921.26,10285.434,19114.174,31353.186,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,41.0,0.0,0.0,0.6,26.8,24.0,258.0,493.0,63.9,3.0,0.0,1505.0,0.17,1.0,0.0,0.0,61.0,61.0,17.0,19.0
2026-09-23T03:00,deterministic,best_match,61.3,86,57.1,61.7,58.3,1010.8,1000.6,47244.092,0,8,8,0,0,0,0.0,0.0,0.0,0.0,4.5,57,4.5,0.0,0.0,0.0,0,0.0,3.7,0.0,14993.438,508.53,24.3,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,30,40,17,12,0,0,0,0,0,2522.966,4937.664,10301.837,19133.86,31369.062,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,40.0,0.0,0.0,0.6,29.0,26.5,251.0,493.0,62.4,3.0,0.0,1548.0,0.17,1.0,0.0,0.0,62.0,62.0,17.0,14.0
2026-09-23T04:00,deterministic,best_match,61.0,85,56.5,61.3,57.9,1010.8,1000.6,49540.684,0,7,7,0,0,0,0.0,0.0,0.0,0.0,4.2,32,4.3,0.0,0.0,0.0,0,0.0,4.4,0.0,14960.63,393.701,23.4,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,29,36,19,12,0,0,0,0,0,2526.247,4937.664,10301.837,19133.86,31363.772,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,36.0,0.0,0.0,0.6,31.4,29.0,233.0,490.0,60.3,3.0,0.0,1595.0,0.17,1.0,0.0,0.0,63.0,63.0,18.0,9.0
2026-09-23T05:00,deterministic,best_match,60.8,81,55.0,61.3,56.9,1010.9,1000.7,52821.524,0,7,7,0,0,0,0.0,0.0,0.0,0.0,2.5,45,2.5,0.0,0.0,0.0,0,0.0,4.6,0.0,14895.014,360.892,21.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,26,28,19,12,0,0,0,0,0,2529.528,4940.945,10308.399,19137.138,31369.062,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,34.0,0.0,0.0,0.6,33.6,31.4,222.0,487.0,58.3,3.1,0.0,1638.0,0.17,1.0,0.0,0.0,63.0,63.0,18.0,5.0
2026-09-23T06:00,deterministic,best_match,60.3,84,55.4,61.6,57.0,1010.9,1000.7,48556.428,1,29,29,0,0,0,0.0,0.0,0.0,0.0,0.9,45,1.6,0.0,0.0,0.0,0,0.0,4.5,0.0,14895.014,442.913,20.4,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,26,20,17,12,0,0,0,0,0,2529.528,4944.226,10311.68,19140.42,31374.356,America/Los_Angeles,34.03202,-118.52633,86.0,62.02268600463867,,,,,,,,,0.0,0.0,0.0,31.0,0.0,0.0,0.6,35.7,33.8,227.0,487.0,57.1,3.2,0.0,1676.0,0.17,1.0,0.0,0.0,65.0,65.0,19.0,2.0
